Wall time,Step,Value
1630879713.2640915,0,0.009101520292460918
1630881541.174957,1,0.008306819014251232
1630883345.929825,2,0.00889539998024702
1630885167.8277931,3,0.008073396049439907
1630886960.7385478,4,0.00788966752588749
1630888786.312027,5,0.0075261518359184265
1630890581.0850406,6,0.007649316918104887
1630892378.959482,7,0.007240076549351215
1630894172.005009,8,0.006940191145986319
1630895983.362893,9,0.007345783524215221
1630897795.338623,10,0.00703838188201189
1630899584.0244503,11,0.006639695260673761
1630901396.2489514,12,0.0066245440393686295
1630903215.639941,13,0.006328015588223934
1630905040.4033525,14,0.006177225150167942
1630906856.3593986,15,0.006631618831306696
1630908695.6106534,16,0.006283035036176443
1630910496.4622061,17,0.006267517805099487
1630912320.171411,18,0.005849650129675865
1630914142.1520274,19,0.005943723022937775
1630915969.4352195,20,0.00599867245182395
1630917784.1454349,21,0.005905161611735821
1630919593.6647408,22,0.005987724754959345
1630921417.8152401,23,0.005910015199333429
1630923251.507593,24,0.005931234452873468
1630925073.0241966,25,0.005620693322271109
1630926890.8814871,26,0.006274370942264795
1630928707.1469746,27,0.005576663184911013
1630930438.7641244,28,0.0057665822096168995
1630932233.3261445,29,0.005608865525573492
1630934054.8031127,30,0.00543988449499011
1630935890.0006542,31,0.005854411516338587
1630937683.2478666,32,0.005533661227673292
1630939482.3813965,33,0.005478835664689541
1630941288.5397935,34,0.005679161753505468
1630943111.0401134,35,0.005493848584592342
1630944920.8311672,36,0.0057626692578196526
1630946781.1645582,37,0.0053587621077895164
1630948598.1492186,38,0.006077537313103676
1630950406.679198,39,0.006071565672755241
1630952216.9096932,40,0.00550018809735775
1630953945.260182,41,0.005382707808166742
1630955584.5349963,42,0.005849720910191536
1630957303.5765862,43,0.005646939389407635
1630959055.894982,44,0.0056106336414813995
1630960825.4806178,45,0.005471552722156048
1630962633.6983712,46,0.005494519602507353
1630964488.713844,47,0.005525616928935051
1630966259.9063613,48,0.005485719069838524
1630968045.5878956,49,0.005916965194046497
1630969819.0781794,50,0.005659644491970539
1630971613.6412792,51,0.005702654365450144
1630973390.2636786,52,0.005325990729033947
1630975193.9324226,53,0.00551277631893754
1630977054.0185893,54,0.0058089569211006165
1630978919.4080338,55,0.0058392127975821495
1630980731.0104282,56,0.005799687467515469
1630982577.0332725,57,0.005413356702774763
1630984426.5867321,58,0.005333569832146168
1630986285.1376333,59,0.005433090962469578
1630988133.406458,60,0.005691230297088623
1630989994.195097,61,0.005488793831318617
1630991873.4695418,62,0.00543381180614233
1630993717.3803573,63,0.005482839420437813
1630995581.7649274,64,0.005350456573069096
1630997418.9770203,65,0.005421889945864677
1630999242.083338,66,0.0055320668034255505
1631001117.5355988,67,0.005499076098203659
1631002971.1699035,68,0.005343018099665642
1631004832.7320073,69,0.0054292939603328705
1631006673.2176094,70,0.005642418749630451
1631008562.8386488,71,0.005782440770417452
1631010423.5296466,72,0.005340707954019308
1631012302.0047224,73,0.005578222684562206
1631014170.786017,74,0.005722434259951115
1631016035.544973,75,0.0054574389941990376
1631017910.1264622,76,0.005487472750246525
1631019773.0894637,77,0.005610303487628698
1631021636.3785727,78,0.005438664462417364
1631023492.6683276,79,0.005595071706920862
1631025352.0076363,80,0.005621130112558603
1631027196.477479,81,0.005397104658186436
1631029072.2633846,82,0.005702887196093798
1631030911.0257893,83,0.005482828244566917
1631032787.274729,84,0.0054838815703988075
1631034662.861879,85,0.005713507533073425
1631036515.263892,86,0.005474607925862074
1631038392.6303287,87,0.005271136295050383
1631040261.3620903,88,0.005324790719896555
1631042134.985635,89,0.005639292765408754
1631043979.9587994,90,0.005676645785570145
1631045852.5559456,91,0.005515655502676964
1631047689.7269442,92,0.005503279156982899
1631049550.9527807,93,0.0058310311287641525
