Img1,Img2,rmse
ART_2020031_023014.FR,ART_2020031_024014.FR,0.0
ART_2020031_024014.FR,ART_2020031_025014.FR,0.0
ART_2020031_025014.FR,ART_2020031_030014.FR,0.0
ART_2020031_030014.FR,ART_2020031_031014.FR,0.0
ART_2020031_031014.FR,ART_2020031_032014.FR,0.0
ART_2020031_032014.FR,ART_2020031_033014.FR,0.0
ART_2020031_033014.FR,ART_2020031_034014.FR,0.0
ART_2020031_034014.FR,ART_2020031_035014.FR,0.0
ART_2020031_035014.FR,ART_2020031_040014.FR,0.0
ART_2020031_040014.FR,ART_2020031_041014.FR,0.0
ART_2020031_041014.FR,ART_2020031_042014.FR,0.0
ART_2020031_042014.FR,ART_2020031_043014.FR,0.0
ART_2020031_043014.FR,ART_2020031_044014.FR,0.0
ART_2020031_044014.FR,ART_2020031_045014.FR,0.0
ART_2020031_045014.FR,ART_2020031_050014.FR,0.0
ART_2020031_050014.FR,ART_2020031_051014.FR,0.0
ART_2020031_051014.FR,ART_2020031_052014.FR,0.0
ART_2020031_052014.FR,ART_2020031_053014.FR,0.0
ART_2020031_053014.FR,ART_2020031_054014.FR,0.0
ART_2020031_054014.FR,ART_2020031_055014.FR,0.0
ART_2020031_055014.FR,ART_2020031_060014.FR,0.0
ART_2020031_060014.FR,ART_2020031_061014.FR,0.0
ART_2020031_061014.FR,ART_2020031_062014.FR,0.0
ART_2020031_062014.FR,ART_2020031_063014.FR,0.0
ART_2020031_063014.FR,ART_2020031_064014.FR,0.0
ART_2020031_064014.FR,ART_2020031_065014.FR,0.0
ART_2020031_065014.FR,ART_2020031_070014.FR,0.0
ART_2020031_070014.FR,ART_2020031_071014.FR,0.0
ART_2020031_071014.FR,ART_2020031_072014.FR,0.0
ART_2020031_072014.FR,ART_2020031_073014.FR,0.0
ART_2020031_073014.FR,ART_2020031_074014.FR,0.0
ART_2020031_074014.FR,ART_2020031_075014.FR,0.0
ART_2020031_075014.FR,ART_2020031_080014.FR,0.0
ART_2020031_080014.FR,ART_2020031_081014.FR,0.0
ART_2020031_081014.FR,ART_2020031_082014.FR,0.0
ART_2020031_082014.FR,ART_2020031_083014.FR,0.0
ART_2020031_083014.FR,ART_2020031_084014.FR,0.0
ART_2020031_084014.FR,ART_2020031_085014.FR,2.3929706
ART_2020031_085014.FR,ART_2020031_090014.FR,7.55896
ART_2020031_090014.FR,ART_2020031_091014.FR,13.630752
ART_2020031_091014.FR,ART_2020031_092014.FR,17.230225
ART_2020031_092014.FR,ART_2020031_093014.FR,16.698597
ART_2020031_093014.FR,ART_2020031_094014.FR,17.963
ART_2020031_094014.FR,ART_2020031_095014.FR,17.67701
ART_2020031_095014.FR,ART_2020031_100014.FR,15.089069
ART_2020031_100014.FR,ART_2020031_101014.FR,14.441319
ART_2020031_101014.FR,ART_2020031_102014.FR,13.208825
ART_2020031_102014.FR,ART_2020031_103014.FR,12.241801
ART_2020031_103014.FR,ART_2020031_104014.FR,10.786627
ART_2020031_104014.FR,ART_2020031_105014.FR,10.532124
ART_2020031_105014.FR,ART_2020031_110014.FR,9.937525
ART_2020031_110014.FR,ART_2020031_111014.FR,10.101623
ART_2020031_111014.FR,ART_2020031_112014.FR,9.055688
ART_2020031_112014.FR,ART_2020031_113014.FR,8.572372
ART_2020031_113014.FR,ART_2020031_114014.FR,8.296478
ART_2020031_114014.FR,ART_2020031_115014.FR,8.085636
ART_2020031_115014.FR,ART_2020031_120014.FR,7.875723
ART_2020031_120014.FR,ART_2020031_121014.FR,7.7623234
ART_2020031_121014.FR,ART_2020031_122014.FR,7.634644
ART_2020031_122014.FR,ART_2020031_123014.FR,7.4926815
ART_2020031_123014.FR,ART_2020031_124014.FR,7.4646144
ART_2020031_124014.FR,ART_2020031_125014.FR,7.4498816
ART_2020031_125014.FR,ART_2020031_130014.FR,7.4545693
ART_2020031_130014.FR,ART_2020031_131014.FR,7.5159354
ART_2020031_131014.FR,ART_2020031_132014.FR,7.5672126
ART_2020031_132014.FR,ART_2020031_133014.FR,7.65763
ART_2020031_133014.FR,ART_2020031_134014.FR,7.760761
ART_2020031_134014.FR,ART_2020031_135014.FR,7.900069
ART_2020031_135014.FR,ART_2020031_140014.FR,8.02859
ART_2020031_140014.FR,ART_2020031_141014.FR,8.1324415
ART_2020031_141014.FR,ART_2020031_142014.FR,8.206509
ART_2020031_142014.FR,ART_2020031_143014.FR,8.313531
ART_2020031_143014.FR,ART_2020031_144014.FR,8.4619875
ART_2020031_144014.FR,ART_2020031_145014.FR,8.636645
ART_2020031_145014.FR,ART_2020031_150014.FR,8.854919
ART_2020031_150014.FR,ART_2020031_151014.FR,9.071125
ART_2020031_151014.FR,ART_2020031_152014.FR,9.158247
ART_2020031_152014.FR,ART_2020031_153014.FR,9.158274
ART_2020031_153014.FR,ART_2020031_154014.FR,9.098126
ART_2020031_154014.FR,ART_2020031_155014.FR,9.092455
ART_2020031_155014.FR,ART_2020031_160014.FR,9.133379
ART_2020031_160014.FR,ART_2020031_161014.FR,9.201674
ART_2020031_161014.FR,ART_2020031_162014.FR,9.266011
ART_2020031_162014.FR,ART_2020031_163014.FR,9.284365
ART_2020031_163014.FR,ART_2020031_164014.FR,9.366943
ART_2020031_164014.FR,ART_2020031_165014.FR,9.40772
ART_2020031_165014.FR,ART_2020031_170014.FR,9.521657
ART_2020031_170014.FR,ART_2020031_171014.FR,9.558491
ART_2020031_171014.FR,ART_2020031_172014.FR,9.678072
ART_2020031_172014.FR,ART_2020031_173014.FR,9.812314
ART_2020031_173014.FR,ART_2020031_174014.FR,9.87988
ART_2020031_174014.FR,ART_2020031_175014.FR,9.980955
ART_2020031_175014.FR,ART_2020031_180014.FR,10.03223
ART_2020031_180014.FR,ART_2020031_181014.FR,10.075639
ART_2020031_181014.FR,ART_2020031_182014.FR,10.161896
ART_2020031_182014.FR,ART_2020031_183014.FR,10.256814
ART_2020031_183014.FR,ART_2020031_184014.FR,10.306539
ART_2020031_184014.FR,ART_2020031_185014.FR,10.399374
ART_2020031_185014.FR,ART_2020031_190014.FR,10.538024
ART_2020031_190014.FR,ART_2020031_191014.FR,10.682285
ART_2020031_191014.FR,ART_2020031_192014.FR,10.81064
ART_2020031_192014.FR,ART_2020031_193014.FR,10.9875965
ART_2020031_193014.FR,ART_2020031_194014.FR,10.970685
ART_2020031_194014.FR,ART_2020031_195014.FR,10.852503
ART_2020031_195014.FR,ART_2020031_200014.FR,10.63161
ART_2020031_200014.FR,ART_2020031_201014.FR,10.5346985
ART_2020031_201014.FR,ART_2020031_202014.FR,10.393125
ART_2020031_202014.FR,ART_2020031_203014.FR,10.404721
ART_2020031_203014.FR,ART_2020031_204014.FR,10.348684
ART_2020031_204014.FR,ART_2020031_205014.FR,10.315963
ART_2020031_205014.FR,ART_2020031_210014.FR,10.594874
ART_2020031_210014.FR,ART_2020031_211014.FR,10.560049
ART_2020031_211014.FR,ART_2020031_212014.FR,10.812949
ART_2020031_212014.FR,ART_2020031_213014.FR,10.966133
ART_2020031_213014.FR,ART_2020031_214014.FR,9.560639
ART_2020031_214014.FR,ART_2020031_215014.FR,8.017154
ART_2020031_215014.FR,ART_2020031_220014.FR,7.0409894
ART_2020031_220014.FR,ART_2020031_221014.FR,6.374656
ART_2020031_221014.FR,ART_2020031_222014.FR,6.467886
ART_2020031_222014.FR,ART_2020031_223014.FR,7.052619
ART_2020031_223014.FR,ART_2020031_224014.FR,6.4009624
ART_2020031_224014.FR,ART_2020031_225014.FR,5.3857574
ART_2020031_225014.FR,ART_2020031_230014.FR,6.9344115
ART_2020031_230014.FR,ART_2020031_231014.FR,3.510548
ART_2020031_231014.FR,ART_2020031_232014.FR,2.62878
ART_2020031_232014.FR,ART_2020031_233014.FR,1.169655
ART_2020031_233014.FR,ART_2020031_234014.FR,0.0
ART_2020031_234014.FR,ART_2020031_235014.FR,0.0
ART_2020031_235014.FR,ART_2020032_000014.FR,0.0
ART_2020032_000014.FR,ART_2020032_001014.FR,0.0
ART_2020032_001014.FR,ART_2020032_002014.FR,0.0
ART_2020032_002014.FR,ART_2020032_003014.FR,0.0
ART_2020032_003014.FR,ART_2020032_004014.FR,0.0
ART_2020032_004014.FR,ART_2020032_005014.FR,0.0
ART_2020032_005014.FR,ART_2020032_010014.FR,0.0
ART_2020032_010014.FR,ART_2020032_011014.FR,0.0
ART_2020032_011014.FR,ART_2020032_012014.FR,0.0
ART_2020032_012014.FR,ART_2020032_013014.FR,0.0
ART_2020032_013014.FR,ART_2020032_014014.FR,0.0
ART_2020032_014014.FR,ART_2020032_015014.FR,0.0
ART_2020032_015014.FR,ART_2020032_020014.FR,0.0
ART_2020032_020014.FR,ART_2020032_021014.FR,0.0
ART_2020032_021014.FR,ART_2020032_022014.FR,0.0
ART_2020032_022014.FR,ART_2020032_023014.FR,0.0
ART_2020032_023014.FR,ART_2020032_024014.FR,0.0
ART_2020032_024014.FR,ART_2020032_025014.FR,0.0
ART_2020032_025014.FR,ART_2020032_030014.FR,0.0
ART_2020032_030014.FR,ART_2020032_031014.FR,0.0
ART_2020032_031014.FR,ART_2020032_032014.FR,0.0
ART_2020032_032014.FR,ART_2020032_033014.FR,0.0
ART_2020032_033014.FR,ART_2020032_034014.FR,0.0
ART_2020032_034014.FR,ART_2020032_035014.FR,0.0
ART_2020032_035014.FR,ART_2020032_040014.FR,0.0
ART_2020032_040014.FR,ART_2020032_041014.FR,0.0
ART_2020032_041014.FR,ART_2020032_042014.FR,0.0
ART_2020032_042014.FR,ART_2020032_043014.FR,0.0
ART_2020032_043014.FR,ART_2020032_044014.FR,0.0
ART_2020032_044014.FR,ART_2020032_045014.FR,0.0
ART_2020032_045014.FR,ART_2020032_050014.FR,0.0
ART_2020032_050014.FR,ART_2020032_051014.FR,0.0
ART_2020032_051014.FR,ART_2020032_052014.FR,0.0
ART_2020032_052014.FR,ART_2020032_053014.FR,0.0
ART_2020032_053014.FR,ART_2020032_054014.FR,0.0
ART_2020032_054014.FR,ART_2020032_055014.FR,0.0
ART_2020032_055014.FR,ART_2020032_060014.FR,0.0
ART_2020032_060014.FR,ART_2020032_061014.FR,0.0
ART_2020032_061014.FR,ART_2020032_062014.FR,0.0
ART_2020032_062014.FR,ART_2020032_063014.FR,0.0
ART_2020032_063014.FR,ART_2020032_064014.FR,0.0
ART_2020032_064014.FR,ART_2020032_065014.FR,0.0
ART_2020032_065014.FR,ART_2020032_070014.FR,0.0
ART_2020032_070014.FR,ART_2020032_071014.FR,0.0
ART_2020032_071014.FR,ART_2020032_072014.FR,0.0
ART_2020032_072014.FR,ART_2020032_073014.FR,0.0
ART_2020032_073014.FR,ART_2020032_074014.FR,0.0
ART_2020032_074014.FR,ART_2020032_075014.FR,0.0
ART_2020032_075014.FR,ART_2020032_080014.FR,0.0
ART_2020032_080014.FR,ART_2020032_081014.FR,0.0
ART_2020032_081014.FR,ART_2020032_082014.FR,0.0
ART_2020032_082014.FR,ART_2020032_083014.FR,0.0
ART_2020032_083014.FR,ART_2020032_084014.FR,0.0
ART_2020032_084014.FR,ART_2020032_085014.FR,1.5819722
ART_2020032_085014.FR,ART_2020032_090014.FR,6.2482457
ART_2020032_090014.FR,ART_2020032_091014.FR,11.701333
ART_2020032_091014.FR,ART_2020032_092014.FR,14.330989
ART_2020032_092014.FR,ART_2020032_093014.FR,15.256933
ART_2020032_093014.FR,ART_2020032_094014.FR,14.234543
ART_2020032_094014.FR,ART_2020032_095014.FR,13.850631
ART_2020032_095014.FR,ART_2020032_100014.FR,13.046967
ART_2020032_100014.FR,ART_2020032_101014.FR,13.3877325
ART_2020032_101014.FR,ART_2020032_102014.FR,12.03372
ART_2020032_102014.FR,ART_2020032_103014.FR,10.37194
ART_2020032_103014.FR,ART_2020032_104014.FR,9.667433
ART_2020032_104014.FR,ART_2020032_105014.FR,9.973952
ART_2020032_105014.FR,ART_2020032_110014.FR,9.450586
ART_2020032_110014.FR,ART_2020032_111014.FR,9.501401
ART_2020032_111014.FR,ART_2020032_112014.FR,8.158287
ART_2020032_112014.FR,ART_2020032_113014.FR,7.4778404
ART_2020032_113014.FR,ART_2020032_114014.FR,7.2516546
ART_2020032_114014.FR,ART_2020032_115014.FR,7.061703
ART_2020032_115014.FR,ART_2020032_120014.FR,6.869553
ART_2020032_120014.FR,ART_2020032_121014.FR,6.715785
ART_2020032_121014.FR,ART_2020032_122014.FR,6.535507
ART_2020032_122014.FR,ART_2020032_123014.FR,6.3693438
ART_2020032_123014.FR,ART_2020032_124014.FR,6.2857738
ART_2020032_124014.FR,ART_2020032_125014.FR,6.163846
ART_2020032_125014.FR,ART_2020032_130014.FR,6.114285
ART_2020032_130014.FR,ART_2020032_131014.FR,6.072444
ART_2020032_131014.FR,ART_2020032_132014.FR,6.122604
ART_2020032_132014.FR,ART_2020032_133014.FR,6.1186604
ART_2020032_133014.FR,ART_2020032_134014.FR,6.2328315
ART_2020032_134014.FR,ART_2020032_135014.FR,6.372056
ART_2020032_135014.FR,ART_2020032_140014.FR,6.542718
ART_2020032_140014.FR,ART_2020032_141014.FR,6.702623
ART_2020032_141014.FR,ART_2020032_142014.FR,6.9328313
ART_2020032_142014.FR,ART_2020032_143014.FR,7.1591563
ART_2020032_143014.FR,ART_2020032_144014.FR,7.445938
ART_2020032_144014.FR,ART_2020032_145014.FR,7.748778
ART_2020032_145014.FR,ART_2020032_150014.FR,8.121735
ART_2020032_150014.FR,ART_2020032_151014.FR,8.43738
ART_2020032_151014.FR,ART_2020032_152014.FR,8.627287
ART_2020032_152014.FR,ART_2020032_153014.FR,8.726995
ART_2020032_153014.FR,ART_2020032_154014.FR,8.719745
ART_2020032_154014.FR,ART_2020032_155014.FR,8.800604
ART_2020032_155014.FR,ART_2020032_160014.FR,8.952455
ART_2020032_160014.FR,ART_2020032_161014.FR,9.052052
ART_2020032_161014.FR,ART_2020032_162014.FR,9.194319
ART_2020032_162014.FR,ART_2020032_163014.FR,9.304158
ART_2020032_163014.FR,ART_2020032_164014.FR,9.4518
ART_2020032_164014.FR,ART_2020032_165014.FR,9.507547
ART_2020032_165014.FR,ART_2020032_170014.FR,9.634092
ART_2020032_170014.FR,ART_2020032_171014.FR,9.672528
ART_2020032_171014.FR,ART_2020032_172014.FR,9.776445
ART_2020032_172014.FR,ART_2020032_173014.FR,9.815024
ART_2020032_173014.FR,ART_2020032_174014.FR,9.925413
ART_2020032_174014.FR,ART_2020032_175014.FR,9.994565
ART_2020032_175014.FR,ART_2020032_180014.FR,10.0684805
ART_2020032_180014.FR,ART_2020032_181014.FR,10.122095
ART_2020032_181014.FR,ART_2020032_182014.FR,10.2550335
ART_2020032_182014.FR,ART_2020032_183014.FR,10.317685
ART_2020032_183014.FR,ART_2020032_184014.FR,10.435485
ART_2020032_184014.FR,ART_2020032_185014.FR,10.495084
ART_2020032_185014.FR,ART_2020032_190014.FR,10.607675
ART_2020032_190014.FR,ART_2020032_191014.FR,10.717197
ART_2020032_191014.FR,ART_2020032_192014.FR,10.81197
ART_2020032_192014.FR,ART_2020032_193014.FR,10.872646
ART_2020032_193014.FR,ART_2020032_194014.FR,10.783107
ART_2020032_194014.FR,ART_2020032_195014.FR,10.701799
ART_2020032_195014.FR,ART_2020032_200014.FR,10.521579
ART_2020032_200014.FR,ART_2020032_201014.FR,10.420239
ART_2020032_201014.FR,ART_2020032_202014.FR,10.338252
ART_2020032_202014.FR,ART_2020032_203014.FR,10.294744
ART_2020032_203014.FR,ART_2020032_204014.FR,10.255275
ART_2020032_204014.FR,ART_2020032_205014.FR,10.209385
ART_2020032_205014.FR,ART_2020032_210013.FR,10.553927
ART_2020032_210013.FR,ART_2020032_211013.FR,10.856336
ART_2020032_211013.FR,ART_2020032_212013.FR,10.746387
ART_2020032_212013.FR,ART_2020032_213013.FR,10.59936
ART_2020032_213013.FR,ART_2020032_214013.FR,10.142602
ART_2020032_214013.FR,ART_2020032_215013.FR,9.690443
ART_2020032_215013.FR,ART_2020032_220013.FR,8.397365
ART_2020032_220013.FR,ART_2020032_221013.FR,7.686301
ART_2020032_221013.FR,ART_2020032_222013.FR,7.179136
ART_2020032_222013.FR,ART_2020032_223013.FR,7.327423
ART_2020032_223013.FR,ART_2020032_224013.FR,7.0388703
ART_2020032_224013.FR,ART_2020032_225013.FR,7.5445037
ART_2020032_225013.FR,ART_2020032_230013.FR,7.981312
ART_2020032_230013.FR,ART_2020032_231013.FR,5.7386146
ART_2020032_231013.FR,ART_2020032_232013.FR,3.9495173
ART_2020032_232013.FR,ART_2020032_233013.FR,1.0818218
ART_2020032_233013.FR,ART_2020032_234013.FR,0.0
ART_2020032_234013.FR,ART_2020032_235013.FR,0.0
ART_2020032_235013.FR,ART_2020033_000013.FR,0.0
ART_2020033_000013.FR,ART_2020033_001013.FR,0.0
ART_2020033_001013.FR,ART_2020033_002013.FR,0.0
ART_2020033_002013.FR,ART_2020033_003013.FR,0.0
ART_2020033_003013.FR,ART_2020033_004013.FR,0.0
ART_2020033_004013.FR,ART_2020033_005013.FR,0.0
ART_2020033_005013.FR,ART_2020033_010013.FR,0.0
ART_2020033_010013.FR,ART_2020033_011013.FR,0.0
ART_2020033_011013.FR,ART_2020033_012013.FR,0.0
ART_2020033_012013.FR,ART_2020033_013013.FR,0.0
ART_2020033_013013.FR,ART_2020033_014013.FR,0.0
ART_2020033_014013.FR,ART_2020033_015013.FR,0.0
ART_2020033_015013.FR,ART_2020033_020013.FR,0.0
ART_2020033_020013.FR,ART_2020033_021013.FR,0.0
ART_2020033_021013.FR,ART_2020033_022013.FR,0.0
ART_2020033_022013.FR,ART_2020033_023013.FR,0.0
ART_2020033_023013.FR,ART_2020033_024013.FR,0.0
ART_2020033_024013.FR,ART_2020033_025013.FR,0.0
ART_2020033_025013.FR,ART_2020033_030013.FR,0.0
ART_2020033_030013.FR,ART_2020033_031013.FR,0.0
ART_2020033_031013.FR,ART_2020033_032013.FR,0.0
ART_2020033_032013.FR,ART_2020033_033013.FR,0.0
ART_2020033_033013.FR,ART_2020033_034013.FR,0.0
ART_2020033_034013.FR,ART_2020033_035013.FR,0.0
ART_2020033_035013.FR,ART_2020033_040013.FR,0.0
ART_2020033_040013.FR,ART_2020033_041013.FR,0.0
ART_2020033_041013.FR,ART_2020033_042013.FR,0.0
ART_2020033_042013.FR,ART_2020033_043013.FR,0.0
ART_2020033_043013.FR,ART_2020033_044013.FR,0.0
ART_2020033_044013.FR,ART_2020033_045013.FR,0.0
ART_2020033_045013.FR,ART_2020033_050013.FR,0.0
ART_2020033_050013.FR,ART_2020033_051013.FR,0.0
ART_2020033_051013.FR,ART_2020033_052013.FR,0.0
ART_2020033_052013.FR,ART_2020033_053013.FR,0.0
ART_2020033_053013.FR,ART_2020033_054013.FR,0.0
ART_2020033_054013.FR,ART_2020033_055013.FR,0.0
ART_2020033_055013.FR,ART_2020033_060013.FR,0.0
ART_2020033_060013.FR,ART_2020033_061013.FR,0.0
ART_2020033_061013.FR,ART_2020033_062013.FR,0.0
ART_2020033_062013.FR,ART_2020033_063013.FR,0.0
ART_2020033_063013.FR,ART_2020033_064013.FR,0.0
ART_2020033_064013.FR,ART_2020033_065013.FR,0.0
ART_2020033_065013.FR,ART_2020033_070013.FR,0.0
ART_2020033_070013.FR,ART_2020033_071013.FR,0.0
ART_2020033_071013.FR,ART_2020033_072013.FR,0.0
ART_2020033_072013.FR,ART_2020033_073013.FR,0.0
ART_2020033_073013.FR,ART_2020033_074013.FR,0.0
ART_2020033_074013.FR,ART_2020033_075013.FR,0.0
ART_2020033_075013.FR,ART_2020033_080013.FR,0.0
ART_2020033_080013.FR,ART_2020033_081013.FR,0.0
ART_2020033_081013.FR,ART_2020033_082013.FR,0.0
ART_2020033_082013.FR,ART_2020033_083013.FR,0.0
ART_2020033_083013.FR,ART_2020033_084013.FR,0.0
ART_2020033_084013.FR,ART_2020033_085013.FR,1.7231226
ART_2020033_085013.FR,ART_2020033_090013.FR,8.786671
ART_2020033_090013.FR,ART_2020033_091013.FR,9.23118
ART_2020033_091013.FR,ART_2020033_092013.FR,13.351191
ART_2020033_092013.FR,ART_2020033_093013.FR,15.304738
ART_2020033_093013.FR,ART_2020033_094013.FR,17.141098
ART_2020033_094013.FR,ART_2020033_095013.FR,17.431095
ART_2020033_095013.FR,ART_2020033_100013.FR,17.288538
ART_2020033_100013.FR,ART_2020033_101013.FR,15.733574
ART_2020033_101013.FR,ART_2020033_102013.FR,14.756655
ART_2020033_102013.FR,ART_2020033_103013.FR,12.783946
ART_2020033_103013.FR,ART_2020033_104013.FR,11.8990345
ART_2020033_104013.FR,ART_2020033_105013.FR,11.206276
ART_2020033_105013.FR,ART_2020033_110013.FR,10.897928
ART_2020033_110013.FR,ART_2020033_111013.FR,11.308194
ART_2020033_111013.FR,ART_2020033_112013.FR,10.011847
ART_2020033_112013.FR,ART_2020033_113013.FR,9.068447
ART_2020033_113013.FR,ART_2020033_114013.FR,8.685569
ART_2020033_114013.FR,ART_2020033_115013.FR,8.346109
ART_2020033_115013.FR,ART_2020033_120013.FR,8.007133
ART_2020033_120013.FR,ART_2020033_121013.FR,7.7188015
ART_2020033_121013.FR,ART_2020033_122013.FR,7.5349298
ART_2020033_122013.FR,ART_2020033_123013.FR,7.2780385
ART_2020033_123013.FR,ART_2020033_124013.FR,7.1163154
ART_2020033_124013.FR,ART_2020033_125013.FR,6.953281
ART_2020033_125013.FR,ART_2020033_130013.FR,6.8535895
ART_2020033_130013.FR,ART_2020033_131013.FR,6.7667747
ART_2020033_131013.FR,ART_2020033_132013.FR,6.715626
ART_2020033_132013.FR,ART_2020033_133013.FR,6.6665006
ART_2020033_133013.FR,ART_2020033_134013.FR,6.677913
ART_2020033_134013.FR,ART_2020033_135013.FR,6.6808887
ART_2020033_135013.FR,ART_2020033_140013.FR,6.697507
ART_2020033_140013.FR,ART_2020033_141013.FR,6.7316213
ART_2020033_141013.FR,ART_2020033_142013.FR,6.7447686
ART_2020033_142013.FR,ART_2020033_143013.FR,6.848287
ART_2020033_143013.FR,ART_2020033_144013.FR,6.986745
ART_2020033_144013.FR,ART_2020033_145013.FR,7.1828313
ART_2020033_145013.FR,ART_2020033_150013.FR,7.4395576
ART_2020033_150013.FR,ART_2020033_151013.FR,7.681232
ART_2020033_151013.FR,ART_2020033_152013.FR,7.876996
ART_2020033_152013.FR,ART_2020033_153013.FR,7.981688
ART_2020033_153013.FR,ART_2020033_154013.FR,8.067412
ART_2020033_154013.FR,ART_2020033_155013.FR,8.204469
ART_2020033_155013.FR,ART_2020033_160013.FR,8.371744
ART_2020033_160013.FR,ART_2020033_161013.FR,8.604556
ART_2020033_161013.FR,ART_2020033_162013.FR,8.790109
ART_2020033_162013.FR,ART_2020033_163013.FR,8.972339
ART_2020033_163013.FR,ART_2020033_164013.FR,9.134477
ART_2020033_164013.FR,ART_2020033_165013.FR,9.318054
ART_2020033_165013.FR,ART_2020033_170013.FR,9.467517
ART_2020033_170013.FR,ART_2020033_171012.FR,9.640056
ART_2020033_171012.FR,ART_2020033_172012.FR,9.759423
ART_2020033_172012.FR,ART_2020033_173012.FR,9.919889
ART_2020033_173012.FR,ART_2020033_174012.FR,10.124664
ART_2020033_174012.FR,ART_2020033_175012.FR,10.283704
ART_2020033_175012.FR,ART_2020033_180012.FR,10.392151
ART_2020033_180012.FR,ART_2020033_181012.FR,10.509466
ART_2020033_181012.FR,ART_2020033_182012.FR,10.627545
ART_2020033_182012.FR,ART_2020033_183012.FR,10.736326
ART_2020033_183012.FR,ART_2020033_184012.FR,10.798035
ART_2020033_184012.FR,ART_2020033_185012.FR,10.904187
ART_2020033_185012.FR,ART_2020033_190012.FR,11.009432
ART_2020033_190012.FR,ART_2020033_191012.FR,11.134856
ART_2020033_191012.FR,ART_2020033_192012.FR,11.28329
ART_2020033_192012.FR,ART_2020033_193012.FR,11.359361
ART_2020033_193012.FR,ART_2020033_194012.FR,11.364693
ART_2020033_194012.FR,ART_2020033_195012.FR,11.31646
ART_2020033_195012.FR,ART_2020033_200012.FR,11.182996
ART_2020033_200012.FR,ART_2020033_201012.FR,11.12735
ART_2020033_201012.FR,ART_2020033_202012.FR,11.110238
ART_2020033_202012.FR,ART_2020033_203012.FR,11.198048
ART_2020033_203012.FR,ART_2020033_204012.FR,11.303736
ART_2020033_204012.FR,ART_2020033_205012.FR,11.337082
ART_2020033_205012.FR,ART_2020033_210012.FR,11.866736
ART_2020033_210012.FR,ART_2020033_211012.FR,12.392387
ART_2020033_211012.FR,ART_2020033_212012.FR,12.223324
ART_2020033_212012.FR,ART_2020033_213012.FR,11.864367
ART_2020033_213012.FR,ART_2020033_214012.FR,12.28031
ART_2020033_214012.FR,ART_2020033_215012.FR,11.226473
ART_2020033_215012.FR,ART_2020033_220012.FR,9.91858
ART_2020033_220012.FR,ART_2020033_221012.FR,8.929198
ART_2020033_221012.FR,ART_2020033_222012.FR,8.759838
ART_2020033_222012.FR,ART_2020033_223012.FR,9.7052
ART_2020033_223012.FR,ART_2020033_224012.FR,7.29468
ART_2020033_224012.FR,ART_2020033_225012.FR,6.9653854
ART_2020033_225012.FR,ART_2020033_230012.FR,7.108837
ART_2020033_230012.FR,ART_2020033_231012.FR,4.5338626
ART_2020033_231012.FR,ART_2020033_232012.FR,2.1180503
ART_2020033_232012.FR,ART_2020033_233012.FR,0.65320075
ART_2020033_233012.FR,ART_2020033_234012.FR,0.0
ART_2020033_234012.FR,ART_2020033_235012.FR,0.0
ART_2020033_235012.FR,ART_2020034_000012.FR,0.0
ART_2020034_000012.FR,ART_2020034_001012.FR,0.0
ART_2020034_001012.FR,ART_2020034_002012.FR,0.0
ART_2020034_002012.FR,ART_2020034_003012.FR,0.0
ART_2020034_003012.FR,ART_2020034_004012.FR,0.0
ART_2020034_004012.FR,ART_2020034_005012.FR,0.0
ART_2020034_005012.FR,ART_2020034_010012.FR,0.0
ART_2020034_010012.FR,ART_2020034_011012.FR,0.0
ART_2020034_011012.FR,ART_2020034_012012.FR,0.0
ART_2020034_012012.FR,ART_2020034_013012.FR,0.0
ART_2020034_013012.FR,ART_2020034_014012.FR,0.0
ART_2020034_014012.FR,ART_2020034_015012.FR,0.0
ART_2020034_015012.FR,ART_2020034_020012.FR,0.0
ART_2020034_020012.FR,ART_2020034_021012.FR,0.0
ART_2020034_021012.FR,ART_2020034_022012.FR,0.0
ART_2020034_022012.FR,ART_2020034_023012.FR,0.0
ART_2020034_023012.FR,ART_2020034_024012.FR,0.0
ART_2020034_024012.FR,ART_2020034_025012.FR,0.0
ART_2020034_025012.FR,ART_2020034_030012.FR,0.0
ART_2020034_030012.FR,ART_2020034_031012.FR,0.0
ART_2020034_031012.FR,ART_2020034_032012.FR,0.0
ART_2020034_032012.FR,ART_2020034_033012.FR,0.0
ART_2020034_033012.FR,ART_2020034_034012.FR,0.0
ART_2020034_034012.FR,ART_2020034_035012.FR,0.0
ART_2020034_035012.FR,ART_2020034_040012.FR,0.0
ART_2020034_040012.FR,ART_2020034_041012.FR,0.0
ART_2020034_041012.FR,ART_2020034_042012.FR,0.0
ART_2020034_042012.FR,ART_2020034_043012.FR,0.0
ART_2020034_043012.FR,ART_2020034_044012.FR,0.0
ART_2020034_044012.FR,ART_2020034_045012.FR,0.0
ART_2020034_045012.FR,ART_2020034_050012.FR,0.0
ART_2020034_050012.FR,ART_2020034_051012.FR,0.0
ART_2020034_051012.FR,ART_2020034_052012.FR,0.0
ART_2020034_052012.FR,ART_2020034_053012.FR,0.0
ART_2020034_053012.FR,ART_2020034_054012.FR,0.0
ART_2020034_054012.FR,ART_2020034_055012.FR,0.0
ART_2020034_055012.FR,ART_2020034_060012.FR,0.0
ART_2020034_060012.FR,ART_2020034_061012.FR,0.0
ART_2020034_061012.FR,ART_2020034_062012.FR,0.0
