Img1,Img2,rmse
ART_2020342_133012.FR,ART_2020342_134012.FR,6.465866
ART_2020342_134012.FR,ART_2020342_135012.FR,6.566764
ART_2020342_135012.FR,ART_2020342_140012.FR,6.641014
ART_2020342_140012.FR,ART_2020342_141012.FR,6.723033
ART_2020342_141012.FR,ART_2020342_142012.FR,6.8294272
ART_2020342_142012.FR,ART_2020342_143012.FR,6.9352484
ART_2020342_143012.FR,ART_2020342_144012.FR,7.143816
ART_2020342_144012.FR,ART_2020342_145012.FR,7.3299546
ART_2020342_145012.FR,ART_2020342_150012.FR,7.59448
ART_2020342_150012.FR,ART_2020342_151012.FR,7.7823005
ART_2020342_151012.FR,ART_2020342_152012.FR,7.8712254
ART_2020342_152012.FR,ART_2020342_153012.FR,7.871522
ART_2020342_153012.FR,ART_2020342_154012.FR,7.906138
ART_2020342_154012.FR,ART_2020342_155012.FR,7.9606433
ART_2020342_155012.FR,ART_2020342_160012.FR,11.965413
ART_2020342_160012.FR,ART_2020342_161012.FR,12.155693
ART_2020342_161012.FR,ART_2020342_162012.FR,8.172164
ART_2020342_162012.FR,ART_2020342_163012.FR,8.217132
ART_2020342_163012.FR,ART_2020342_164012.FR,8.285694
ART_2020342_164012.FR,ART_2020342_165012.FR,8.37083
ART_2020342_165012.FR,ART_2020342_170012.FR,8.3975315
ART_2020342_170012.FR,ART_2020342_171012.FR,8.456355
ART_2020342_171012.FR,ART_2020342_172012.FR,8.516193
ART_2020342_172012.FR,ART_2020342_173012.FR,8.590024
ART_2020342_173012.FR,ART_2020342_174012.FR,8.647617
ART_2020342_174012.FR,ART_2020342_175012.FR,8.7301655
ART_2020342_175012.FR,ART_2020342_180012.FR,8.795528
ART_2020342_180012.FR,ART_2020342_181012.FR,8.905506
ART_2020342_181012.FR,ART_2020342_182012.FR,8.977096
ART_2020342_182012.FR,ART_2020342_183012.FR,9.102226
ART_2020342_183012.FR,ART_2020342_184012.FR,9.267275
ART_2020342_184012.FR,ART_2020342_185012.FR,9.4435625
ART_2020342_185012.FR,ART_2020342_190012.FR,9.542194
ART_2020342_190012.FR,ART_2020342_191012.FR,9.546042
ART_2020342_191012.FR,ART_2020342_192012.FR,9.480376
ART_2020342_192012.FR,ART_2020342_193012.FR,9.446599
ART_2020342_193012.FR,ART_2020342_194012.FR,9.496175
ART_2020342_194012.FR,ART_2020342_195012.FR,9.537905
ART_2020342_195012.FR,ART_2020342_200012.FR,9.652704
ART_2020342_200012.FR,ART_2020342_201012.FR,9.776274
ART_2020342_201012.FR,ART_2020342_202012.FR,9.928383
ART_2020342_202012.FR,ART_2020342_203012.FR,10.082147
ART_2020342_203012.FR,ART_2020342_204012.FR,10.328859
ART_2020342_204012.FR,ART_2020342_205012.FR,10.9735155
ART_2020342_205012.FR,ART_2020342_210012.FR,11.83159
ART_2020342_210012.FR,ART_2020342_211012.FR,11.740565
ART_2020342_211012.FR,ART_2020342_212012.FR,11.670678
ART_2020342_212012.FR,ART_2020342_213012.FR,9.736529
ART_2020342_213012.FR,ART_2020342_214012.FR,7.669417
ART_2020342_214012.FR,ART_2020342_215012.FR,6.3815694
ART_2020342_215012.FR,ART_2020342_220012.FR,6.405333
ART_2020342_220012.FR,ART_2020342_221012.FR,7.451517
ART_2020342_221012.FR,ART_2020342_222012.FR,6.7850513
ART_2020342_222012.FR,ART_2020342_223012.FR,6.6600986
ART_2020342_223012.FR,ART_2020342_224012.FR,7.77496
ART_2020342_224012.FR,ART_2020342_225012.FR,8.501632
ART_2020342_225012.FR,ART_2020342_230012.FR,6.8544455
ART_2020342_230012.FR,ART_2020342_231012.FR,5.227819
ART_2020342_231012.FR,ART_2020342_232012.FR,3.8823113
ART_2020342_232012.FR,ART_2020342_233012.FR,0.6723842
ART_2020342_233012.FR,ART_2020342_234012.FR,0.0
ART_2020342_234012.FR,ART_2020342_235012.FR,0.0
ART_2020342_235012.FR,ART_2020343_000012.FR,0.0
ART_2020343_000012.FR,ART_2020343_001012.FR,0.0
ART_2020343_001012.FR,ART_2020343_002012.FR,0.0
ART_2020343_002012.FR,ART_2020343_003012.FR,0.0
ART_2020343_003012.FR,ART_2020343_004012.FR,0.0
ART_2020343_004012.FR,ART_2020343_005012.FR,0.0
ART_2020343_005012.FR,ART_2020343_010012.FR,0.0
ART_2020343_010012.FR,ART_2020343_011012.FR,0.0
ART_2020343_011012.FR,ART_2020343_012012.FR,0.0
ART_2020343_012012.FR,ART_2020343_013012.FR,0.0
ART_2020343_013012.FR,ART_2020343_014012.FR,0.0
ART_2020343_014012.FR,ART_2020343_015012.FR,0.0
ART_2020343_015012.FR,ART_2020343_020012.FR,0.0
ART_2020343_020012.FR,ART_2020343_021012.FR,0.0
ART_2020343_021012.FR,ART_2020343_022012.FR,0.0
ART_2020343_022012.FR,ART_2020343_023012.FR,0.0
ART_2020343_023012.FR,ART_2020343_024012.FR,0.0
ART_2020343_024012.FR,ART_2020343_025012.FR,0.0
ART_2020343_025012.FR,ART_2020343_030012.FR,0.0
ART_2020343_030012.FR,ART_2020343_031012.FR,0.0
ART_2020343_031012.FR,ART_2020343_032012.FR,0.0
ART_2020343_032012.FR,ART_2020343_033012.FR,0.0
ART_2020343_033012.FR,ART_2020343_034012.FR,0.0
ART_2020343_034012.FR,ART_2020343_035012.FR,0.0
ART_2020343_035012.FR,ART_2020343_040012.FR,0.0
ART_2020343_040012.FR,ART_2020343_041012.FR,0.0
ART_2020343_041012.FR,ART_2020343_042012.FR,0.0
ART_2020343_042012.FR,ART_2020343_043012.FR,0.0
ART_2020343_043012.FR,ART_2020343_044012.FR,0.0
ART_2020343_044012.FR,ART_2020343_045012.FR,0.0
ART_2020343_045012.FR,ART_2020343_050012.FR,0.0
ART_2020343_050012.FR,ART_2020343_051012.FR,0.0
ART_2020343_051012.FR,ART_2020343_052012.FR,0.0
ART_2020343_052012.FR,ART_2020343_053012.FR,0.0
ART_2020343_053012.FR,ART_2020343_054012.FR,0.0
ART_2020343_054012.FR,ART_2020343_055012.FR,0.0
ART_2020343_055012.FR,ART_2020343_060012.FR,0.0
ART_2020343_060012.FR,ART_2020343_061012.FR,0.0
ART_2020343_061012.FR,ART_2020343_062012.FR,0.0
ART_2020343_062012.FR,ART_2020343_063012.FR,0.0
ART_2020343_063012.FR,ART_2020343_064012.FR,0.0
ART_2020343_064012.FR,ART_2020343_065012.FR,0.0
ART_2020343_065012.FR,ART_2020343_070012.FR,0.0
ART_2020343_070012.FR,ART_2020343_071012.FR,0.0
ART_2020343_071012.FR,ART_2020343_072012.FR,0.0
ART_2020343_072012.FR,ART_2020343_073012.FR,0.0
ART_2020343_073012.FR,ART_2020343_074012.FR,0.0
ART_2020343_074012.FR,ART_2020343_075012.FR,0.0
ART_2020343_075012.FR,ART_2020343_080012.FR,0.0
ART_2020343_080012.FR,ART_2020343_081012.FR,4.255781
ART_2020343_081012.FR,ART_2020343_082012.FR,6.1047244
ART_2020343_082012.FR,ART_2020343_083012.FR,10.000335
ART_2020343_083012.FR,ART_2020343_084012.FR,16.133156
ART_2020343_084012.FR,ART_2020343_085012.FR,19.679873
ART_2020343_085012.FR,ART_2020343_090012.FR,18.125614
ART_2020343_090012.FR,ART_2020343_091012.FR,17.924688
ART_2020343_091012.FR,ART_2020343_092012.FR,15.09692
ART_2020343_092012.FR,ART_2020343_093012.FR,14.513795
ART_2020343_093012.FR,ART_2020343_094012.FR,13.692891
ART_2020343_094012.FR,ART_2020343_095012.FR,12.448699
ART_2020343_095012.FR,ART_2020343_100012.FR,12.142404
ART_2020343_100012.FR,ART_2020343_101012.FR,12.364139
ART_2020343_101012.FR,ART_2020343_102012.FR,11.280283
ART_2020343_102012.FR,ART_2020343_103012.FR,11.339313
ART_2020343_103012.FR,ART_2020343_104012.FR,11.043175
ART_2020343_104012.FR,ART_2020343_105012.FR,9.664035
ART_2020343_105012.FR,ART_2020343_110012.FR,8.922728
ART_2020343_110012.FR,ART_2020343_111012.FR,8.568307
ART_2020343_111012.FR,ART_2020343_112012.FR,8.28071
ART_2020343_112012.FR,ART_2020343_113012.FR,8.019758
ART_2020343_113012.FR,ART_2020343_114012.FR,7.826625
ART_2020343_114012.FR,ART_2020343_115012.FR,7.6840296
ART_2020343_115012.FR,ART_2020343_120012.FR,7.562527
ART_2020343_120012.FR,ART_2020343_121012.FR,7.489215
ART_2020343_121012.FR,ART_2020343_122012.FR,7.4718895
ART_2020343_122012.FR,ART_2020343_123012.FR,7.44239
ART_2020343_123012.FR,ART_2020343_124012.FR,7.392535
ART_2020343_124012.FR,ART_2020343_125012.FR,7.375812
ART_2020343_125012.FR,ART_2020343_130012.FR,7.400535
ART_2020343_130012.FR,ART_2020343_131012.FR,7.408617
ART_2020343_131012.FR,ART_2020343_132012.FR,7.48312
ART_2020343_132012.FR,ART_2020343_133012.FR,7.557813
ART_2020343_133012.FR,ART_2020343_134012.FR,7.6639585
ART_2020343_134012.FR,ART_2020343_135012.FR,7.761618
ART_2020343_135012.FR,ART_2020343_140012.FR,7.8235645
ART_2020343_140012.FR,ART_2020343_141012.FR,7.8768883
ART_2020343_141012.FR,ART_2020343_142012.FR,7.9520955
ART_2020343_142012.FR,ART_2020343_143012.FR,8.025055
ART_2020343_143012.FR,ART_2020343_144012.FR,8.192372
ART_2020343_144012.FR,ART_2020343_145012.FR,8.393672
ART_2020343_145012.FR,ART_2020343_150012.FR,8.607157
ART_2020343_150012.FR,ART_2020343_151012.FR,8.834988
ART_2020343_151012.FR,ART_2020343_152012.FR,8.970132
ART_2020343_152012.FR,ART_2020343_153012.FR,8.963918
ART_2020343_153012.FR,ART_2020343_154012.FR,8.965071
ART_2020343_154012.FR,ART_2020343_155012.FR,9.010473
ART_2020343_155012.FR,ART_2020343_160012.FR,9.108626
ART_2020343_160012.FR,ART_2020343_161012.FR,9.183432
ART_2020343_161012.FR,ART_2020343_162012.FR,9.299739
ART_2020343_162012.FR,ART_2020343_163012.FR,9.413918
ART_2020343_163012.FR,ART_2020343_164012.FR,9.513446
ART_2020343_164012.FR,ART_2020343_165012.FR,9.648286
ART_2020343_165012.FR,ART_2020343_170012.FR,9.799313
ART_2020343_170012.FR,ART_2020343_171012.FR,9.908069
ART_2020343_171012.FR,ART_2020343_172012.FR,10.019527
ART_2020343_172012.FR,ART_2020343_173012.FR,10.142812
ART_2020343_173012.FR,ART_2020343_174012.FR,10.241244
ART_2020343_174012.FR,ART_2020343_175012.FR,10.375901
ART_2020343_175012.FR,ART_2020343_180012.FR,10.477159
ART_2020343_180012.FR,ART_2020343_181012.FR,10.63103
ART_2020343_181012.FR,ART_2020343_182012.FR,10.769059
ART_2020343_182012.FR,ART_2020343_183012.FR,10.944944
ART_2020343_183012.FR,ART_2020343_184012.FR,11.09659
ART_2020343_184012.FR,ART_2020343_185012.FR,11.187201
ART_2020343_185012.FR,ART_2020343_190012.FR,11.152592
ART_2020343_190012.FR,ART_2020343_191012.FR,11.022898
ART_2020343_191012.FR,ART_2020343_192012.FR,10.940445
ART_2020343_192012.FR,ART_2020343_193012.FR,10.832659
ART_2020343_193012.FR,ART_2020343_194012.FR,10.802941
ART_2020343_194012.FR,ART_2020343_195012.FR,10.8428755
ART_2020343_195012.FR,ART_2020343_200012.FR,10.976563
ART_2020343_200012.FR,ART_2020343_201012.FR,11.012852
ART_2020343_201012.FR,ART_2020343_202012.FR,11.076868
ART_2020343_202012.FR,ART_2020343_203012.FR,11.117519
ART_2020343_203012.FR,ART_2020343_204012.FR,11.292787
ART_2020343_204012.FR,ART_2020343_205012.FR,12.106289
ART_2020343_205012.FR,ART_2020343_210012.FR,11.877227
ART_2020343_210012.FR,ART_2020343_211012.FR,12.257958
ART_2020343_211012.FR,ART_2020343_212012.FR,10.561494
ART_2020343_212012.FR,ART_2020343_213012.FR,9.308634
ART_2020343_213012.FR,ART_2020343_214012.FR,8.340536
ART_2020343_214012.FR,ART_2020343_215012.FR,8.287618
ART_2020343_215012.FR,ART_2020343_220012.FR,8.524654
ART_2020343_220012.FR,ART_2020343_221012.FR,9.334913
ART_2020343_221012.FR,ART_2020343_222012.FR,8.836065
ART_2020343_222012.FR,ART_2020343_223012.FR,7.882834
ART_2020343_223012.FR,ART_2020343_224012.FR,6.3853602
ART_2020343_224012.FR,ART_2020343_225012.FR,6.667462
ART_2020343_225012.FR,ART_2020343_230012.FR,4.258875
ART_2020343_230012.FR,ART_2020343_231012.FR,2.8221934
ART_2020343_231012.FR,ART_2020343_232012.FR,3.7103925
ART_2020343_232012.FR,ART_2020343_233012.FR,0.87956923
ART_2020343_233012.FR,ART_2020343_234012.FR,0.0
ART_2020343_234012.FR,ART_2020343_235012.FR,0.0
ART_2020343_235012.FR,ART_2020344_000012.FR,0.0
ART_2020344_000012.FR,ART_2020344_001012.FR,0.0
ART_2020344_001012.FR,ART_2020344_002012.FR,0.0
ART_2020344_002012.FR,ART_2020344_003012.FR,0.0
ART_2020344_003012.FR,ART_2020344_004012.FR,0.0
ART_2020344_004012.FR,ART_2020344_005012.FR,0.0
ART_2020344_005012.FR,ART_2020344_010012.FR,0.0
ART_2020344_010012.FR,ART_2020344_011012.FR,0.0
ART_2020344_011012.FR,ART_2020344_012012.FR,0.0
ART_2020344_012012.FR,ART_2020344_013012.FR,0.0
ART_2020344_013012.FR,ART_2020344_014012.FR,0.0
ART_2020344_014012.FR,ART_2020344_015012.FR,0.0
ART_2020344_015012.FR,ART_2020344_020012.FR,0.0
ART_2020344_020012.FR,ART_2020344_021012.FR,0.0
ART_2020344_021012.FR,ART_2020344_022012.FR,0.0
ART_2020344_022012.FR,ART_2020344_023012.FR,0.0
ART_2020344_023012.FR,ART_2020344_024012.FR,0.0
ART_2020344_024012.FR,ART_2020344_025012.FR,0.0
ART_2020344_025012.FR,ART_2020344_030012.FR,0.0
ART_2020344_030012.FR,ART_2020344_031012.FR,0.0
ART_2020344_031012.FR,ART_2020344_032012.FR,0.0
ART_2020344_032012.FR,ART_2020344_033012.FR,0.0
ART_2020344_033012.FR,ART_2020344_034012.FR,0.0
ART_2020344_034012.FR,ART_2020344_035012.FR,0.0
ART_2020344_035012.FR,ART_2020344_040012.FR,0.0
ART_2020344_040012.FR,ART_2020344_041012.FR,0.0
ART_2020344_041012.FR,ART_2020344_042012.FR,0.0
ART_2020344_042012.FR,ART_2020344_043012.FR,0.0
ART_2020344_043012.FR,ART_2020344_044012.FR,0.0
ART_2020344_044012.FR,ART_2020344_045012.FR,0.0
ART_2020344_045012.FR,ART_2020344_050012.FR,0.0
ART_2020344_050012.FR,ART_2020344_051012.FR,0.0
ART_2020344_051012.FR,ART_2020344_052012.FR,0.0
ART_2020344_052012.FR,ART_2020344_053012.FR,0.0
ART_2020344_053012.FR,ART_2020344_054012.FR,0.0
ART_2020344_054012.FR,ART_2020344_055012.FR,0.0
ART_2020344_055012.FR,ART_2020344_060012.FR,0.0
ART_2020344_060012.FR,ART_2020344_061012.FR,0.0
ART_2020344_061012.FR,ART_2020344_062012.FR,0.0
ART_2020344_062012.FR,ART_2020344_063012.FR,0.0
ART_2020344_063012.FR,ART_2020344_064012.FR,0.0
ART_2020344_064012.FR,ART_2020344_065012.FR,0.0
ART_2020344_065012.FR,ART_2020344_070012.FR,0.0
ART_2020344_070012.FR,ART_2020344_071012.FR,0.0
ART_2020344_071012.FR,ART_2020344_072012.FR,0.0
ART_2020344_072012.FR,ART_2020344_073012.FR,0.0
ART_2020344_073012.FR,ART_2020344_074012.FR,0.0
ART_2020344_074012.FR,ART_2020344_075012.FR,0.0
ART_2020344_075012.FR,ART_2020344_080012.FR,0.0
ART_2020344_080012.FR,ART_2020344_081012.FR,4.6384106
ART_2020344_081012.FR,ART_2020344_082012.FR,12.2285185
ART_2020344_082012.FR,ART_2020344_083012.FR,13.613135
ART_2020344_083012.FR,ART_2020344_084012.FR,14.706522
ART_2020344_084012.FR,ART_2020344_085012.FR,16.574446
ART_2020344_085012.FR,ART_2020344_090012.FR,17.662983
ART_2020344_090012.FR,ART_2020344_091012.FR,15.952469
ART_2020344_091012.FR,ART_2020344_092012.FR,13.794208
ART_2020344_092012.FR,ART_2020344_093012.FR,12.062803
ART_2020344_093012.FR,ART_2020344_094012.FR,11.526844
ART_2020344_094012.FR,ART_2020344_095012.FR,11.209576
ART_2020344_095012.FR,ART_2020344_100012.FR,11.117705
ART_2020344_100012.FR,ART_2020344_101012.FR,12.184273
ART_2020344_101012.FR,ART_2020344_102012.FR,11.977692
ART_2020344_102012.FR,ART_2020344_103012.FR,11.025345
ART_2020344_103012.FR,ART_2020344_104012.FR,10.836629
ART_2020344_104012.FR,ART_2020344_105012.FR,9.711433
ART_2020344_105012.FR,ART_2020344_110012.FR,8.823827
ART_2020344_110012.FR,ART_2020344_111012.FR,8.444863
ART_2020344_111012.FR,ART_2020344_112012.FR,8.055864
ART_2020344_112012.FR,ART_2020344_113012.FR,7.736248
ART_2020344_113012.FR,ART_2020344_114012.FR,7.438675
ART_2020344_114012.FR,ART_2020344_115012.FR,7.1590767
ART_2020344_115012.FR,ART_2020344_120012.FR,6.9193015
ART_2020344_120012.FR,ART_2020344_121012.FR,6.721261
ART_2020344_121012.FR,ART_2020344_122012.FR,6.571148
ART_2020344_122012.FR,ART_2020344_123012.FR,6.4710207
ART_2020344_123012.FR,ART_2020344_124012.FR,6.3526797
ART_2020344_124012.FR,ART_2020344_125012.FR,6.3278685
ART_2020344_125012.FR,ART_2020344_130012.FR,6.3271475
ART_2020344_130012.FR,ART_2020344_131012.FR,6.3390417
ART_2020344_131012.FR,ART_2020344_132012.FR,6.3822355
ART_2020344_132012.FR,ART_2020344_133012.FR,6.417092
ART_2020344_133012.FR,ART_2020344_134012.FR,6.4521875
ART_2020344_134012.FR,ART_2020344_135012.FR,6.5352
ART_2020344_135012.FR,ART_2020344_140012.FR,6.6019206
ART_2020344_140012.FR,ART_2020344_141012.FR,6.697674
ART_2020344_141012.FR,ART_2020344_142012.FR,6.8148613
ART_2020344_142012.FR,ART_2020344_143012.FR,7.0181503
ART_2020344_143012.FR,ART_2020344_144012.FR,7.178432
ART_2020344_144012.FR,ART_2020344_145012.FR,7.4208155
ART_2020344_145012.FR,ART_2020344_150012.FR,7.7204432
ART_2020344_150012.FR,ART_2020344_151012.FR,7.897995
ART_2020344_151012.FR,ART_2020344_152012.FR,8.030428
ART_2020344_152012.FR,ART_2020344_153012.FR,8.114665
ART_2020344_153012.FR,ART_2020344_154012.FR,8.150395
ART_2020344_154012.FR,ART_2020344_155012.FR,8.189975
ART_2020344_155012.FR,ART_2020344_160012.FR,8.280751
ART_2020344_160012.FR,ART_2020344_161012.FR,8.339922
ART_2020344_161012.FR,ART_2020344_162012.FR,8.462886
ART_2020344_162012.FR,ART_2020344_163012.FR,8.537584
ART_2020344_163012.FR,ART_2020344_164012.FR,8.617448
ART_2020344_164012.FR,ART_2020344_165012.FR,8.70548
ART_2020344_165012.FR,ART_2020344_170012.FR,8.838498
ART_2020344_170012.FR,ART_2020344_171012.FR,8.958599
ART_2020344_171012.FR,ART_2020344_172012.FR,9.053961
ART_2020344_172012.FR,ART_2020344_173012.FR,9.19961
ART_2020344_173012.FR,ART_2020344_174012.FR,9.359291
ART_2020344_174012.FR,ART_2020344_175012.FR,9.53412
ART_2020344_175012.FR,ART_2020344_180012.FR,9.723204
ART_2020344_180012.FR,ART_2020344_181012.FR,9.826
ART_2020344_181012.FR,ART_2020344_182012.FR,9.917168
ART_2020344_182012.FR,ART_2020344_183012.FR,10.053816
ART_2020344_183012.FR,ART_2020344_184012.FR,10.127123
ART_2020344_184012.FR,ART_2020344_185012.FR,10.262168
ART_2020344_185012.FR,ART_2020344_190012.FR,10.290446
ART_2020344_190012.FR,ART_2020344_191012.FR,10.304009
ART_2020344_191012.FR,ART_2020344_192012.FR,10.228742
ART_2020344_192012.FR,ART_2020344_193012.FR,10.236011
ART_2020344_193012.FR,ART_2020344_194012.FR,10.280624
ART_2020344_194012.FR,ART_2020344_195012.FR,10.347528
ART_2020344_195012.FR,ART_2020344_200012.FR,10.418477
ART_2020344_200012.FR,ART_2020344_201012.FR,10.495554
ART_2020344_201012.FR,ART_2020344_202012.FR,10.626384
ART_2020344_202012.FR,ART_2020344_203012.FR,10.6898
ART_2020344_203012.FR,ART_2020344_204012.FR,10.8644
ART_2020344_204012.FR,ART_2020344_205012.FR,11.1567745
ART_2020344_205012.FR,ART_2020344_210012.FR,11.435294
ART_2020344_210012.FR,ART_2020344_211012.FR,11.246622
ART_2020344_211012.FR,ART_2020344_212012.FR,10.939811
ART_2020344_212012.FR,ART_2020344_213012.FR,9.987604
ART_2020344_213012.FR,ART_2020344_214012.FR,9.976842
ART_2020344_214012.FR,ART_2020344_215012.FR,10.33108
ART_2020344_215012.FR,ART_2020344_220012.FR,9.512637
ART_2020344_220012.FR,ART_2020344_221012.FR,8.627102
ART_2020344_221012.FR,ART_2020344_222012.FR,7.3334856
ART_2020344_222012.FR,ART_2020344_223012.FR,6.607313
ART_2020344_223012.FR,ART_2020344_224012.FR,6.1412444
ART_2020344_224012.FR,ART_2020344_225012.FR,5.837565
ART_2020344_225012.FR,ART_2020344_230012.FR,3.7563188
ART_2020344_230012.FR,ART_2020344_231012.FR,1.9596157
ART_2020344_231012.FR,ART_2020344_232012.FR,1.7602787
ART_2020344_232012.FR,ART_2020344_233012.FR,0.796081
ART_2020344_233012.FR,ART_2020344_234012.FR,0.0
ART_2020344_234012.FR,ART_2020344_235012.FR,0.0
ART_2020344_235012.FR,ART_2020345_000012.FR,0.0
ART_2020345_000012.FR,ART_2020345_001012.FR,0.0
ART_2020345_001012.FR,ART_2020345_002012.FR,0.0
ART_2020345_002012.FR,ART_2020345_003012.FR,0.0
ART_2020345_003012.FR,ART_2020345_004012.FR,0.0
ART_2020345_004012.FR,ART_2020345_005012.FR,0.0
ART_2020345_005012.FR,ART_2020345_010012.FR,0.0
ART_2020345_010012.FR,ART_2020345_011012.FR,0.0
ART_2020345_011012.FR,ART_2020345_012012.FR,0.0
ART_2020345_012012.FR,ART_2020345_013012.FR,0.0
ART_2020345_013012.FR,ART_2020345_014012.FR,0.0
ART_2020345_014012.FR,ART_2020345_015012.FR,0.0
ART_2020345_015012.FR,ART_2020345_020012.FR,0.0
ART_2020345_020012.FR,ART_2020345_021012.FR,0.0
ART_2020345_021012.FR,ART_2020345_022012.FR,0.0
ART_2020345_022012.FR,ART_2020345_023012.FR,0.0
ART_2020345_023012.FR,ART_2020345_024012.FR,0.0
ART_2020345_024012.FR,ART_2020345_025012.FR,0.0
ART_2020345_025012.FR,ART_2020345_030012.FR,0.0
ART_2020345_030012.FR,ART_2020345_031012.FR,0.0
ART_2020345_031012.FR,ART_2020345_032012.FR,0.0
ART_2020345_032012.FR,ART_2020345_033012.FR,0.0
ART_2020345_033012.FR,ART_2020345_034012.FR,0.0
ART_2020345_034012.FR,ART_2020345_035012.FR,0.0
ART_2020345_035012.FR,ART_2020345_040012.FR,0.0
ART_2020345_040012.FR,ART_2020345_041012.FR,0.0
ART_2020345_041012.FR,ART_2020345_042012.FR,0.0
ART_2020345_042012.FR,ART_2020345_043012.FR,0.0
ART_2020345_043012.FR,ART_2020345_044012.FR,0.0
ART_2020345_044012.FR,ART_2020345_045012.FR,0.0
ART_2020345_045012.FR,ART_2020345_050012.FR,0.0
ART_2020345_050012.FR,ART_2020345_051012.FR,0.0
ART_2020345_051012.FR,ART_2020345_052012.FR,0.0
ART_2020345_052012.FR,ART_2020345_053012.FR,0.0
ART_2020345_053012.FR,ART_2020345_054012.FR,0.0
ART_2020345_054012.FR,ART_2020345_055012.FR,0.0
ART_2020345_055012.FR,ART_2020345_060012.FR,0.0
ART_2020345_060012.FR,ART_2020345_061012.FR,0.0
ART_2020345_061012.FR,ART_2020345_062012.FR,0.0
ART_2020345_062012.FR,ART_2020345_063012.FR,0.0
ART_2020345_063012.FR,ART_2020345_064012.FR,0.0
ART_2020345_064012.FR,ART_2020345_065012.FR,0.0
ART_2020345_065012.FR,ART_2020345_070012.FR,0.0
ART_2020345_070012.FR,ART_2020345_071012.FR,0.0
ART_2020345_071012.FR,ART_2020345_072012.FR,0.0
ART_2020345_072012.FR,ART_2020345_073012.FR,0.0
ART_2020345_073012.FR,ART_2020345_074012.FR,0.0
ART_2020345_074012.FR,ART_2020345_075012.FR,0.0
ART_2020345_075012.FR,ART_2020345_080012.FR,0.0
ART_2020345_080012.FR,ART_2020345_081012.FR,3.0127347
ART_2020345_081012.FR,ART_2020345_082012.FR,8.838667
ART_2020345_082012.FR,ART_2020345_083012.FR,11.565459
ART_2020345_083012.FR,ART_2020345_084012.FR,13.198052
ART_2020345_084012.FR,ART_2020345_085012.FR,15.795888
ART_2020345_085012.FR,ART_2020345_090012.FR,16.303474
ART_2020345_090012.FR,ART_2020345_091012.FR,14.410583
ART_2020345_091012.FR,ART_2020345_092012.FR,13.0098915
ART_2020345_092012.FR,ART_2020345_093012.FR,12.354844
ART_2020345_093012.FR,ART_2020345_094012.FR,11.589011
ART_2020345_094012.FR,ART_2020345_095012.FR,10.736148
ART_2020345_095012.FR,ART_2020345_100012.FR,10.199002
ART_2020345_100012.FR,ART_2020345_101012.FR,10.553623
ART_2020345_101012.FR,ART_2020345_102012.FR,9.694347
ART_2020345_102012.FR,ART_2020345_103012.FR,10.753748
ART_2020345_103012.FR,ART_2020345_104012.FR,10.655089
ART_2020345_104012.FR,ART_2020345_105012.FR,9.482455
ART_2020345_105012.FR,ART_2020345_110012.FR,8.504624
ART_2020345_110012.FR,ART_2020345_111012.FR,8.242323
ART_2020345_111012.FR,ART_2020345_112012.FR,7.9866667
ART_2020345_112012.FR,ART_2020345_113012.FR,7.8058248
ART_2020345_113012.FR,ART_2020345_114012.FR,7.6243277
ART_2020345_114012.FR,ART_2020345_115012.FR,7.49198
ART_2020345_115012.FR,ART_2020345_120012.FR,7.3902955
ART_2020345_120012.FR,ART_2020345_121012.FR,7.2760615
ART_2020345_121012.FR,ART_2020345_122012.FR,7.1825976
ART_2020345_122012.FR,ART_2020345_123012.FR,7.0652556
ART_2020345_123012.FR,ART_2020345_124012.FR,6.9908586
ART_2020345_124012.FR,ART_2020345_125012.FR,6.947575
ART_2020345_125012.FR,ART_2020345_130012.FR,6.892464
ART_2020345_130012.FR,ART_2020345_131012.FR,6.8202424
ART_2020345_131012.FR,ART_2020345_132012.FR,6.8420353
ART_2020345_132012.FR,ART_2020345_133012.FR,6.904028
ART_2020345_133012.FR,ART_2020345_134012.FR,6.9592004
ART_2020345_134012.FR,ART_2020345_135012.FR,7.0590615
ART_2020345_135012.FR,ART_2020345_140012.FR,7.171568
ART_2020345_140012.FR,ART_2020345_141012.FR,7.27069
ART_2020345_141012.FR,ART_2020345_142012.FR,7.3580804
ART_2020345_142012.FR,ART_2020345_143012.FR,7.499746
ART_2020345_143012.FR,ART_2020345_144012.FR,7.6778307
ART_2020345_144012.FR,ART_2020345_145012.FR,7.9158487
ART_2020345_145012.FR,ART_2020345_150012.FR,8.162061
ART_2020345_150012.FR,ART_2020345_151012.FR,8.41379
ART_2020345_151012.FR,ART_2020345_152012.FR,8.607222
ART_2020345_152012.FR,ART_2020345_153012.FR,8.748773
ART_2020345_153012.FR,ART_2020345_154012.FR,8.912748
ART_2020345_154012.FR,ART_2020345_155012.FR,9.038728
ART_2020345_155012.FR,ART_2020345_160012.FR,9.121006
ART_2020345_160012.FR,ART_2020345_161012.FR,9.284005
ART_2020345_161012.FR,ART_2020345_162012.FR,9.477095
ART_2020345_162012.FR,ART_2020345_163012.FR,9.662304
ART_2020345_163012.FR,ART_2020345_164012.FR,9.8310795
ART_2020345_164012.FR,ART_2020345_165012.FR,9.978446
ART_2020345_165012.FR,ART_2020345_170012.FR,10.079835
ART_2020345_170012.FR,ART_2020345_171012.FR,10.183678
