Img,Min,Max,Mean,Black Rows,Black cols,Next img,RMSE
ART_2020087_185021.FR,2.791152,169.80495,25.178127,0,0,ART_2020087_190021.FR,11.253511
ART_2020087_190021.FR,2.6808896,193.57906,25.079847,0,0,ART_2020087_191021.FR,11.307609
ART_2020087_191021.FR,2.5222561,194.32944,25.005907,0,0,ART_2020087_192021.FR,11.456714
ART_2020087_192021.FR,2.1716013,193.00769,25.01267,0,0,ART_2020087_193021.FR,11.592988
ART_2020087_193021.FR,2.7218163,237.19156,25.086975,0,0,ART_2020087_194021.FR,11.787562
ART_2020087_194021.FR,2.7619832,237.22496,25.07001,0,0,ART_2020087_195021.FR,11.873867
ART_2020087_195021.FR,2.6356528,235.47409,24.688072,0,0,ART_2020087_200021.FR,11.873806
ART_2020087_200021.FR,2.3995113,282.53583,24.066189,0,0,ART_2020087_201021.FR,11.649914
ART_2020087_201021.FR,2.2687907,301.2719,23.44614,0,0,ART_2020087_202021.FR,11.460044
ART_2020087_202021.FR,1.9668373,276.45505,22.81408,0,0,ART_2020087_203021.FR,11.115013
ART_2020087_203021.FR,2.6522295,290.3314,21.982363,0,0,ART_2020087_204021.FR,10.424977
ART_2020087_204021.FR,2.712577,316.5073,21.23989,0,0,ART_2020087_205021.FR,9.861463
ART_2020087_205021.FR,0.0,308.0624,20.343042,0,0,ART_2020087_210021.FR,10.50292
ART_2020087_210021.FR,0.0,329.58765,18.094246,0,16,ART_2020087_211021.FR,11.190612
ART_2020087_211021.FR,0.0,386.20236,14.9656,0,27,ART_2020087_212021.FR,11.873651
ART_2020087_212021.FR,0.0,439.47073,11.28523,0,35,ART_2020087_213021.FR,9.967169
ART_2020087_213021.FR,0.0,287.7479,8.050652,0,41,ART_2020087_214021.FR,7.617558
ART_2020087_214021.FR,0.0,313.08594,5.3738966,0,47,ART_2020087_215021.FR,5.229187
ART_2020087_215021.FR,0.0,165.19608,3.5834322,0,52,ART_2020087_220021.FR,5.464124
ART_2020087_220021.FR,0.0,152.84685,1.7892846,0,56,ART_2020087_221021.FR,5.126106
ART_2020087_221021.FR,0.0,83.09787,0.2954752,0,61,ART_2020087_222021.FR,1.9154048
ART_2020088_094022.FR,0.0,0.0,0.0,70,76,ART_2020088_095022.FR,9.896097
ART_2020088_095022.FR,0.0,262.38058,2.3251088,0,59,ART_2020088_100022.FR,11.580766
ART_2020088_100022.FR,0.0,244.86412,5.534619,0,54,ART_2020088_101022.FR,13.670409
ART_2020088_101022.FR,0.0,232.73595,9.228951,0,49,ART_2020088_102022.FR,13.6657
ART_2020088_102022.FR,0.0,236.37384,12.449328,0,44,ART_2020088_103022.FR,14.669759
ART_2020088_103022.FR,0.0,242.41751,15.813074,0,38,ART_2020088_104022.FR,15.421789
ART_2020088_104022.FR,0.0,300.21408,19.066978,0,31,ART_2020088_105022.FR,16.72997
ART_2020088_105022.FR,0.0,317.3681,22.68869,0,22,ART_2020088_110022.FR,17.161802
ART_2020088_110022.FR,0.0,300.57196,26.224268,0,6,ART_2020088_111022.FR,15.319949
ART_2020088_111022.FR,2.546928,271.57352,27.768967,0,0,ART_2020088_112022.FR,13.093992
ART_2020088_112022.FR,2.5760503,265.02414,27.399607,0,0,ART_2020088_113022.FR,12.050999
ART_2020088_113022.FR,2.6743388,229.59692,26.827023,0,0,ART_2020088_114022.FR,11.932096
ART_2020088_114022.FR,2.3852174,220.42468,26.587517,0,0,ART_2020088_115022.FR,12.420226
ART_2020088_115022.FR,2.2685933,234.8451,26.807682,0,0,ART_2020088_120022.FR,11.179929
ART_2020088_120022.FR,2.1511269,183.30125,26.498861,0,0,ART_2020088_121022.FR,10.54794
ART_2020088_121022.FR,2.211634,177.92714,26.073301,0,0,ART_2020088_122022.FR,10.232547
ART_2020088_122022.FR,1.7120572,186.5548,25.715225,0,0,ART_2020088_123022.FR,9.922865
ART_2020088_123022.FR,1.9735457,175.99263,25.406286,0,0,ART_2020088_124022.FR,9.629477
ART_2020088_124022.FR,2.1702724,171.4865,25.176039,0,0,ART_2020088_125022.FR,9.440848
ART_2020088_125022.FR,1.3686006,166.7593,24.995758,0,0,ART_2020088_130022.FR,9.316809
ART_2020088_130022.FR,2.3205588,162.53442,24.852598,0,0,ART_2020088_131022.FR,9.144506
ART_2020088_131022.FR,2.3862011,166.13469,24.73462,0,0,ART_2020088_132022.FR,9.0283785
ART_2020088_132022.FR,1.2291614,156.78526,24.648682,0,0,ART_2020088_133022.FR,8.964983
ART_2020088_133022.FR,1.9278213,156.3622,24.59168,0,0,ART_2020088_134022.FR,8.896702
ART_2020088_134022.FR,2.3155043,160.06046,24.565075,0,0,ART_2020088_135022.FR,8.856469
ART_2020088_135022.FR,2.1266537,163.08386,24.626328,0,0,ART_2020088_140022.FR,8.937239
ART_2020088_140022.FR,2.0016236,148.01205,24.822289,0,0,ART_2020088_141022.FR,9.086956
ART_2020088_141022.FR,2.3136063,144.32309,25.238668,0,0,ART_2020088_142022.FR,9.32834
ART_2020088_142022.FR,2.3597796,152.9043,25.885931,0,0,ART_2020088_143022.FR,9.597834
ART_2020088_143022.FR,1.7893963,148.35239,26.5285,0,0,ART_2020088_144022.FR,9.829281
ART_2020088_144022.FR,1.1545781,144.75754,26.68746,0,0,ART_2020088_145022.FR,9.910961
ART_2020088_145022.FR,2.0772405,147.44861,26.498205,0,0,ART_2020088_150021.FR,9.829216
ART_2020088_150021.FR,2.7597811,142.50761,26.42325,0,0,ART_2020088_151021.FR,9.932231
ART_2020088_151021.FR,2.826884,139.28629,26.547846,0,0,ART_2020088_152021.FR,10.161825
ART_2020088_152021.FR,2.4474616,143.48265,26.75591,0,0,ART_2020088_153021.FR,10.249185
ART_2020088_153021.FR,2.718819,138.35526,26.98653,0,0,ART_2020088_154021.FR,10.431521
ART_2020088_154021.FR,1.9378716,133.17433,27.245275,0,0,ART_2020088_155021.FR,10.635076
ART_2020088_155021.FR,2.4953704,140.28932,27.522825,0,0,ART_2020088_160021.FR,10.735253
ART_2020088_160021.FR,2.5648558,136.06323,27.837585,0,0,ART_2020088_161021.FR,10.953852
ART_2020088_161021.FR,2.7016888,139.64938,28.190807,0,0,ART_2020088_162021.FR,11.128912
ART_2020088_162021.FR,2.8416812,144.8564,28.612366,0,0,ART_2020088_163021.FR,11.36747
ART_2020088_163021.FR,2.6580386,145.6242,29.118626,0,0,ART_2020088_164021.FR,11.547465
ART_2020088_164021.FR,2.950745,145.44193,29.777029,0,0,ART_2020088_165021.FR,11.936868
ART_2020088_165021.FR,2.5701108,148.53348,30.86243,0,0,ART_2020088_170021.FR,12.328529
ART_2020088_170021.FR,2.7254841,152.05067,32.2503,0,0,ART_2020088_171021.FR,12.6581
ART_2020088_171021.FR,2.6870215,148.76828,32.68561,0,0,ART_2020088_172021.FR,12.746465
ART_2020088_172021.FR,2.9340472,143.44485,31.84798,0,0,ART_2020088_173021.FR,12.781927
ART_2020088_173021.FR,2.9575295,158.46922,30.864935,0,0,ART_2020088_174021.FR,12.592558
ART_2020088_174021.FR,2.5627599,146.04369,30.348288,0,0,ART_2020088_175021.FR,12.872824
ART_2020088_175021.FR,2.5840886,151.06036,30.084307,0,0,ART_2020088_180021.FR,12.913679
ART_2020088_180021.FR,2.054522,155.08675,29.867165,0,0,ART_2020088_181021.FR,13.012544
ART_2020088_181021.FR,2.7475965,160.36418,29.675238,0,0,ART_2020088_182021.FR,13.233157
ART_2020088_182021.FR,2.990585,161.71468,29.507395,0,0,ART_2020088_183021.FR,13.34674
ART_2020088_183021.FR,2.9206867,170.27267,29.348076,0,0,ART_2020088_184021.FR,13.5457945
ART_2020088_184021.FR,2.8507173,184.7567,29.199984,0,0,ART_2020088_185021.FR,13.588396
ART_2020088_185021.FR,2.5811229,209.3016,29.04993,0,0,ART_2020088_190021.FR,13.798016
ART_2020088_190021.FR,2.442341,200.00948,28.898893,0,0,ART_2020088_191021.FR,13.835034
ART_2020088_191021.FR,2.5492866,215.13528,28.755905,0,0,ART_2020088_192021.FR,14.011421
ART_2020088_192021.FR,2.7880135,227.3597,28.712934,0,0,ART_2020088_193021.FR,14.160101
ART_2020088_193021.FR,2.6550505,249.07411,28.754755,0,0,ART_2020088_194021.FR,14.491513
ART_2020088_194021.FR,2.5866911,267.76892,28.598995,0,0,ART_2020088_195021.FR,14.669136
ART_2020088_195021.FR,2.56767,280.83917,27.975288,0,0,ART_2020088_200021.FR,14.543138
ART_2020088_200021.FR,1.4446257,327.73438,27.071222,0,0,ART_2020088_201021.FR,14.477013
ART_2020088_201021.FR,2.1308484,331.65683,26.17252,0,0,ART_2020088_202021.FR,14.341461
ART_2020088_202021.FR,2.1536164,384.3363,25.25524,0,0,ART_2020088_203021.FR,14.169091
ART_2020088_203021.FR,2.1119692,424.0823,24.204523,0,0,ART_2020088_204021.FR,14.098863
ART_2020088_204021.FR,2.1885974,395.72977,22.806381,0,0,ART_2020088_205021.FR,13.677459
ART_2020088_205021.FR,0.0,447.3726,21.090393,0,0,ART_2020088_210021.FR,14.558452
ART_2020088_210021.FR,0.0,440.22028,17.534426,0,17,ART_2020088_211021.FR,13.912348
ART_2020088_211021.FR,0.0,394.35962,13.632363,0,28,ART_2020088_212021.FR,10.467362
ART_2020088_212021.FR,0.0,385.73575,10.778045,0,36,ART_2020088_213021.FR,8.870219
ART_2020088_213021.FR,0.0,334.28033,8.32148,0,42,ART_2020088_214021.FR,8.012937
ART_2020088_214021.FR,0.0,306.66144,5.94115,0,47,ART_2020088_215021.FR,7.3235154
ART_2020088_215021.FR,0.0,269.96414,3.7599401,0,52,ART_2020088_220021.FR,7.289038
ART_2020088_220021.FR,0.0,181.79166,1.5201632,0,57,ART_2020088_221021.FR,4.810734
ART_2020088_221021.FR,0.0,69.235504,0.20393005,0,61,ART_2020088_222021.FR,1.4273645
ART_2020089_094021.FR,0.0,0.0,0.0,70,76,ART_2020089_095021.FR,8.863519
ART_2020089_095021.FR,0.0,233.0636,2.0693257,0,59,ART_2020089_100021.FR,14.175775
ART_2020089_100021.FR,0.0,280.76785,6.179426,0,54,ART_2020089_101021.FR,15.616426
ART_2020089_101021.FR,0.0,293.39062,10.616971,0,50,ART_2020089_102021.FR,16.36208
ART_2020089_102021.FR,0.0,272.41418,15.006846,0,44,ART_2020089_103021.FR,15.719054
ART_2020089_103021.FR,0.0,308.3562,18.634317,0,38,ART_2020089_104021.FR,14.821392
ART_2020089_104021.FR,0.0,311.93787,21.24594,0,32,ART_2020089_105021.FR,16.75304
ART_2020089_105021.FR,0.0,308.12503,24.506025,0,23,ART_2020089_110021.FR,16.358978
ART_2020089_110021.FR,0.0,314.58832,27.209482,0,7,ART_2020089_111021.FR,15.983314
ART_2020089_111021.FR,3.3074934,265.4369,29.10807,0,0,ART_2020089_112021.FR,13.882002
ART_2020089_112021.FR,3.2006505,259.0773,28.922531,0,0,ART_2020089_113021.FR,12.8763485
ART_2020089_113021.FR,2.8597462,232.04756,28.385378,0,0,ART_2020089_114021.FR,12.549578
ART_2020089_114021.FR,2.4584794,216.75377,28.21121,0,0,ART_2020089_115021.FR,11.841684
ART_2020089_115021.FR,2.5078537,192.67625,27.820568,0,0,ART_2020089_120021.FR,11.239602
ART_2020089_120021.FR,2.680809,195.80399,27.370895,0,0,ART_2020089_121021.FR,10.8545475
ART_2020089_121021.FR,2.6094596,190.37183,27.006092,0,0,ART_2020089_122021.FR,10.504916
ART_2020089_122021.FR,2.5936444,175.03267,26.71085,0,0,ART_2020089_123021.FR,10.224704
ART_2020089_123021.FR,2.4036143,183.85513,26.46963,0,0,ART_2020089_124021.FR,9.987626
ART_2020089_124021.FR,2.2782094,172.82864,26.26793,0,0,ART_2020089_125021.FR,9.84209
ART_2020089_125021.FR,2.5590377,179.24734,26.104586,0,0,ART_2020089_130021.FR,9.700681
ART_2020089_130021.FR,2.5346797,181.96944,25.97826,0,0,ART_2020089_131021.FR,9.579764
ART_2020089_131021.FR,2.2605257,156.02747,25.878794,0,0,ART_2020089_132021.FR,9.515917
ART_2020089_132021.FR,2.540618,153.47989,25.817862,0,0,ART_2020089_133021.FR,9.528101
ART_2020089_133021.FR,2.3723862,152.15665,25.773102,0,0,ART_2020089_134021.FR,9.472182
ART_2020089_134021.FR,2.330126,149.57089,25.759306,0,0,ART_2020089_135021.FR,9.483943
ART_2020089_135021.FR,2.2294326,141.0433,25.811562,0,0,ART_2020089_140021.FR,9.533576
ART_2020089_140021.FR,2.3354175,144.22993,26.006504,0,0,ART_2020089_141021.FR,9.633985
ART_2020089_141021.FR,2.2935514,147.08612,26.410654,0,0,ART_2020089_142021.FR,9.916189
ART_2020089_142021.FR,1.5545093,145.04805,27.040634,0,0,ART_2020089_143021.FR,10.291048
ART_2020089_143021.FR,2.4026136,143.95085,27.688639,0,0,ART_2020089_144021.FR,10.545436
ART_2020089_144021.FR,2.6346607,143.38516,27.875687,0,0,ART_2020089_145021.FR,10.536276
ART_2020089_145021.FR,2.5670738,144.05333,27.630413,0,0,ART_2020089_150021.FR,10.634181
ART_2020089_150021.FR,2.1781003,144.76073,27.463015,0,0,ART_2020089_151021.FR,10.72418
ART_2020089_151021.FR,2.267611,144.15259,27.503937,0,0,ART_2020089_152021.FR,10.832167
ART_2020089_152021.FR,2.6340008,140.59254,27.639793,0,0,ART_2020089_153021.FR,11.0556345
ART_2020089_153021.FR,2.8816452,137.45914,27.796032,0,0,ART_2020089_154021.FR,11.282704
ART_2020089_154021.FR,2.869096,137.79819,27.978249,0,0,ART_2020089_155021.FR,11.43364
ART_2020089_155021.FR,2.222187,135.1863,28.188951,0,0,ART_2020089_160021.FR,11.5914345
ART_2020089_160021.FR,2.9077165,146.69029,28.441479,0,0,ART_2020089_161021.FR,11.821973
ART_2020089_161021.FR,2.5939445,134.77647,28.739874,0,0,ART_2020089_162021.FR,12.007881
ART_2020089_162021.FR,2.9078498,136.73857,29.104689,0,0,ART_2020089_163021.FR,12.165027
ART_2020089_163021.FR,2.92551,139.8517,29.578526,0,0,ART_2020089_164021.FR,12.372854
ART_2020089_164021.FR,2.987511,141.3769,30.240429,0,0,ART_2020089_165021.FR,12.801575
ART_2020089_165021.FR,2.8412366,150.01439,31.348139,0,0,ART_2020089_170021.FR,13.176577
ART_2020089_170021.FR,3.2373452,147.29982,32.810295,0,0,ART_2020089_171021.FR,13.563446
ART_2020089_171021.FR,2.7329445,150.56343,33.291065,0,0,ART_2020089_172021.FR,13.678902
ART_2020089_172021.FR,2.7179103,154.41782,32.210995,0,0,ART_2020089_173021.FR,13.536877
ART_2020089_173021.FR,2.9832551,157.61737,30.98797,0,0,ART_2020089_174021.FR,13.286448
ART_2020089_174021.FR,2.8887959,166.78061,30.323282,0,0,ART_2020089_175021.FR,13.3964815
ART_2020089_175021.FR,2.5601664,175.5858,29.933424,0,0,ART_2020089_180021.FR,13.454266
ART_2020089_180021.FR,2.7186291,182.55449,29.655365,0,0,ART_2020089_181021.FR,13.605606
ART_2020089_181021.FR,2.5614812,190.52866,29.412006,0,0,ART_2020089_182021.FR,13.6783905
ART_2020089_182021.FR,1.6271652,184.1911,29.184576,0,0,ART_2020089_183021.FR,13.772763
ART_2020089_183021.FR,2.0788755,201.2897,28.954407,0,0,ART_2020089_184021.FR,13.851924
ART_2020089_184021.FR,2.027569,195.27821,28.751612,0,0,ART_2020089_185021.FR,13.922539
ART_2020089_185021.FR,2.6966739,203.01483,28.587687,0,0,ART_2020089_190021.FR,14.061974
ART_2020089_190021.FR,2.747425,236.25914,28.42859,0,0,ART_2020089_191021.FR,14.158617
ART_2020089_191021.FR,2.2394118,235.71779,28.282452,0,0,ART_2020089_192021.FR,14.3076725
ART_2020089_192021.FR,2.36881,241.68085,28.192732,0,0,ART_2020089_193021.FR,14.478077
ART_2020089_193021.FR,2.5459688,279.6077,28.188147,0,0,ART_2020089_194021.FR,14.74999
ART_2020089_194021.FR,2.4140937,302.32123,28.000397,0,0,ART_2020089_195021.FR,14.873076
ART_2020089_195021.FR,2.6092453,313.77975,27.371445,0,0,ART_2020089_200021.FR,14.775976
ART_2020089_200021.FR,2.5958092,369.44772,26.352201,0,0,ART_2020089_201021.FR,14.567815
ART_2020089_201021.FR,2.4673562,470.37463,25.210667,0,0,ART_2020089_202021.FR,14.391741
ART_2020089_202021.FR,2.5149205,406.29196,23.754234,0,0,ART_2020089_203021.FR,14.092784
ART_2020089_203021.FR,2.2055955,362.03262,21.837328,0,0,ART_2020089_204021.FR,13.321047
ART_2020089_204021.FR,2.1950765,414.57477,19.758698,0,0,ART_2020089_205021.FR,12.763492
ART_2020089_205021.FR,0.0,354.87045,17.415964,0,0,ART_2020089_210021.FR,11.539586
ART_2020089_210021.FR,0.0,346.6775,14.836305,0,19,ART_2020089_211021.FR,10.258213
ART_2020089_211021.FR,0.0,359.6387,12.627895,0,29,ART_2020089_212021.FR,9.76236
ART_2020089_212021.FR,0.0,366.97278,10.27493,0,36,ART_2020089_213021.FR,8.763998
ART_2020089_213021.FR,0.0,293.0141,7.8968716,0,42,ART_2020089_214021.FR,7.46143
ART_2020089_214021.FR,0.0,220.51503,5.5134697,0,48,ART_2020089_215021.FR,6.272697
ART_2020089_215021.FR,0.0,216.1081,3.4768064,0,53,ART_2020089_220021.FR,5.540059
ART_2020089_220021.FR,0.0,225.62735,1.6789026,0,57,ART_2020089_221021.FR,5.2263155
ART_2020089_221021.FR,0.0,140.33572,0.26585275,0,61,ART_2020089_222021.FR,2.2547197
ART_2020090_094021.FR,0.0,0.0,0.0,70,76,ART_2020090_095021.FR,9.110455
ART_2020090_095021.FR,0.0,196.8735,1.9524904,0,59,ART_2020090_100021.FR,12.422856
ART_2020090_100021.FR,0.0,281.46286,5.3913736,0,54,ART_2020090_101021.FR,14.408778
ART_2020090_101021.FR,0.0,286.0536,9.556532,0,50,ART_2020090_102021.FR,13.007819
ART_2020090_102021.FR,0.0,266.63855,12.8012295,0,44,ART_2020090_103021.FR,11.419307
ART_2020090_103021.FR,0.0,260.63214,14.987064,0,39,ART_2020090_104021.FR,12.094513
ART_2020090_104021.FR,0.0,239.34325,17.177488,0,32,ART_2020090_105021.FR,14.127441
ART_2020090_105021.FR,0.0,249.84404,20.232838,0,23,ART_2020090_110021.FR,15.256751
ART_2020090_110021.FR,0.0,297.72302,23.420128,0,7,ART_2020090_111021.FR,14.804248
ART_2020090_111021.FR,0.0,271.54248,25.704363,0,0,ART_2020090_112021.FR,13.213956
ART_2020090_112021.FR,2.5144868,271.8035,26.231613,0,0,ART_2020090_113021.FR,13.293686
ART_2020090_113021.FR,3.1285038,289.47385,26.633747,0,0,ART_2020090_114021.FR,12.682126
ART_2020090_114021.FR,2.7189174,273.88156,26.897234,0,0,ART_2020090_115021.FR,11.449156
ART_2020090_115021.FR,2.3356833,248.2209,26.434818,0,0,ART_2020090_120021.FR,10.877995
ART_2020090_120021.FR,2.646251,227.13184,25.848589,0,0,ART_2020090_121021.FR,10.499514
ART_2020090_121021.FR,2.7674568,209.33621,25.330265,0,0,ART_2020090_122021.FR,10.142329
ART_2020090_122021.FR,2.0550873,213.13608,24.870306,0,0,ART_2020090_123021.FR,9.848086
ART_2020090_123021.FR,2.4572916,192.64354,24.47531,0,0,ART_2020090_124021.FR,9.556745
ART_2020090_124021.FR,2.220403,200.36794,24.127192,0,0,ART_2020090_125021.FR,9.328093
ART_2020090_125021.FR,2.227263,182.66626,23.840288,0,0,ART_2020090_130021.FR,9.159964
ART_2020090_130021.FR,2.435244,162.04774,23.607155,0,0,ART_2020090_131021.FR,9.054126
ART_2020090_131021.FR,1.5622567,177.03534,23.399109,0,0,ART_2020090_132021.FR,8.944872
ART_2020090_132021.FR,2.2827725,160.23106,23.230906,0,0,ART_2020090_133021.FR,8.851126
ART_2020090_133021.FR,2.1930172,154.4364,23.1054,0,0,ART_2020090_134021.FR,8.795783
ART_2020090_134021.FR,1.3899488,150.50514,23.04211,0,0,ART_2020090_135021.FR,8.842683
ART_2020090_135021.FR,1.855036,167.6395,23.081984,0,0,ART_2020090_140021.FR,8.872979
ART_2020090_140021.FR,2.0744526,152.73277,23.268105,0,0,ART_2020090_141021.FR,9.0332985
ART_2020090_141021.FR,2.2596316,155.6492,23.676893,0,0,ART_2020090_142021.FR,9.341562
ART_2020090_142021.FR,2.0107164,149.63805,24.295696,0,0,ART_2020090_143021.FR,9.680818
ART_2020090_143021.FR,1.2703451,152.98456,24.885536,0,0,ART_2020090_144021.FR,9.93962
ART_2020090_144021.FR,2.0609243,148.18912,25.08979,0,0,ART_2020090_145021.FR,10.074002
ART_2020090_145021.FR,1.2234073,142.1847,25.027678,0,0,ART_2020090_150021.FR,10.117515
ART_2020090_150021.FR,2.726156,142.1975,25.069866,0,0,ART_2020090_151021.FR,10.246975
ART_2020090_151021.FR,2.5733619,140.26741,25.287796,0,0,ART_2020090_152021.FR,10.518588
ART_2020090_152021.FR,2.544869,137.56723,25.558691,0,0,ART_2020090_153021.FR,10.675991
ART_2020090_153021.FR,1.8128868,135.78983,25.868979,0,0,ART_2020090_154021.FR,10.916947
ART_2020090_154021.FR,1.3421367,136.76297,26.221018,0,0,ART_2020090_155021.FR,11.125765
ART_2020090_155021.FR,2.652705,135.76746,26.599653,0,0,ART_2020090_160021.FR,11.385078
ART_2020090_160021.FR,2.3482907,134.79773,27.011852,0,0,ART_2020090_161021.FR,11.546781
ART_2020090_161021.FR,3.1066313,134.5173,27.48405,0,0,ART_2020090_162021.FR,11.73533
ART_2020090_162021.FR,2.8792062,135.92642,28.041792,0,0,ART_2020090_163021.FR,12.042505
ART_2020090_163021.FR,2.9090815,138.12117,28.703903,0,0,ART_2020090_164021.FR,12.300885
ART_2020090_164021.FR,2.6671398,141.17911,29.554201,0,0,ART_2020090_165021.FR,12.729724
ART_2020090_165021.FR,3.0397534,143.95305,30.902445,0,0,ART_2020090_170021.FR,13.172307
ART_2020090_170021.FR,2.9164069,147.26321,32.394867,0,0,ART_2020090_171021.FR,13.472215
ART_2020090_171021.FR,3.1869276,151.44354,32.99122,0,0,ART_2020090_172021.FR,13.613651
ART_2020090_172021.FR,2.7145386,156.00562,31.932926,0,0,ART_2020090_173021.FR,13.426301
ART_2020090_173021.FR,3.068709,161.29729,30.969213,0,0,ART_2020090_174021.FR,13.262985
ART_2020090_174021.FR,3.124259,166.93042,30.482662,0,0,ART_2020090_175021.FR,13.34689
ART_2020090_175021.FR,3.0456047,171.69885,30.215261,0,0,ART_2020090_180021.FR,13.43604
ART_2020090_180021.FR,3.0630744,180.90424,30.033457,0,0,ART_2020090_181021.FR,13.650029
ART_2020090_181021.FR,3.114552,189.95003,29.913937,0,0,ART_2020090_182021.FR,13.759683
ART_2020090_182021.FR,2.1841316,199.54062,29.807594,0,0,ART_2020090_183021.FR,13.93927
ART_2020090_183021.FR,1.4973574,207.46017,29.683016,0,0,ART_2020090_184021.FR,14.05195
ART_2020090_184021.FR,2.0106206,202.3334,29.589174,0,0,ART_2020090_185021.FR,14.165487
ART_2020090_185021.FR,2.545803,221.0341,29.464046,0,0,ART_2020090_190021.FR,14.259423
ART_2020090_190021.FR,2.0680294,233.64038,29.314123,0,0,ART_2020090_191021.FR,14.356943
ART_2020090_191021.FR,2.2990165,259.7376,29.209309,0,0,ART_2020090_192021.FR,14.455957
ART_2020090_192021.FR,2.5173285,264.2231,29.216417,0,0,ART_2020090_193021.FR,14.675365
ART_2020090_193021.FR,2.483235,271.05106,29.250633,0,0,ART_2020090_194021.FR,14.850816
ART_2020090_194021.FR,2.2268357,317.6755,29.06239,0,0,ART_2020090_195021.FR,14.938633
ART_2020090_195021.FR,2.5470977,349.20117,28.4593,0,0,ART_2020090_200021.FR,14.855968
ART_2020090_200021.FR,2.3224154,384.1875,27.524534,0,0,ART_2020090_201021.FR,14.670376
ART_2020090_201021.FR,2.4753428,491.0915,26.408602,0,0,ART_2020090_202021.FR,14.477082
ART_2020090_202021.FR,2.3700213,444.17694,25.236086,0,0,ART_2020090_203021.FR,13.886189
ART_2020090_203021.FR,2.232412,395.02573,23.914259,0,0,ART_2020090_204021.FR,13.345935
ART_2020090_204021.FR,2.0767598,346.3621,22.509098,0,0,ART_2020090_205021.FR,12.988878
ART_2020090_205021.FR,0.0,389.79196,20.65332,0,0,ART_2020090_210021.FR,12.833639
ART_2020090_210021.FR,0.0,372.87476,17.816355,0,20,ART_2020090_211021.FR,11.873689
ART_2020090_211021.FR,0.0,340.5366,14.980088,0,29,ART_2020090_212021.FR,10.338004
ART_2020090_212021.FR,0.0,384.72305,12.450721,0,37,ART_2020090_213021.FR,9.434963
ART_2020090_213021.FR,0.0,251.97916,9.797572,0,43,ART_2020090_214021.FR,9.662093
ART_2020090_214021.FR,0.0,251.68108,6.5868545,0,48,ART_2020090_215021.FR,9.266604
ART_2020090_215021.FR,0.0,292.90356,3.5002902,0,53,ART_2020090_220021.FR,6.2183723
ART_2020090_220021.FR,0.0,241.65042,1.6233786,0,58,ART_2020090_221021.FR,5.688074
ART_2020090_221021.FR,0.0,120.61744,0.23227705,0,62,ART_2020090_222021.FR,2.2419264
ART_2020091_094021.FR,0.0,0.0,0.0,70,76,ART_2020091_095021.FR,8.843407
ART_2020091_095021.FR,0.0,195.79868,1.8393062,0,59,ART_2020091_100021.FR,12.366994
ART_2020091_100021.FR,0.0,285.14767,5.158206,0,54,ART_2020091_101021.FR,13.733366
ART_2020091_101021.FR,0.0,258.00665,8.88266,0,50,ART_2020091_102021.FR,13.767356
ART_2020091_102021.FR,0.0,253.32169,12.092233,0,45,ART_2020091_103021.FR,12.984366
ART_2020091_103021.FR,0.0,252.0673,14.469226,0,39,ART_2020091_104021.FR,13.008518
ART_2020091_104021.FR,0.0,208.87532,16.599815,0,32,ART_2020091_105021.FR,13.94663
ART_2020091_105021.FR,0.0,234.36256,19.021563,0,23,ART_2020091_110021.FR,15.743866
ART_2020091_110021.FR,0.0,252.28549,22.272322,0,8,ART_2020091_111021.FR,16.797552
ART_2020091_111021.FR,0.0,297.88724,25.644278,0,0,ART_2020091_112021.FR,14.809565
ART_2020091_112021.FR,2.8561785,268.1517,27.06158,0,0,ART_2020091_113021.FR,14.40107
ART_2020091_113021.FR,2.603635,257.82053,28.132092,0,0,ART_2020091_114021.FR,13.992167
ART_2020091_114021.FR,2.579866,229.71045,29.289215,0,0,ART_2020091_115021.FR,12.454365
ART_2020091_115021.FR,2.6431296,230.22775,29.302956,0,0,ART_2020091_120021.FR,11.883328
ART_2020091_120021.FR,2.4245837,226.61275,28.954336,0,0,ART_2020091_121021.FR,11.3924885
ART_2020091_121021.FR,2.0790844,192.49472,28.537218,0,0,ART_2020091_122021.FR,10.983024
ART_2020091_122021.FR,2.4791493,178.84811,28.183315,0,0,ART_2020091_123021.FR,10.623315
ART_2020091_123021.FR,2.561499,183.03127,27.870972,0,0,ART_2020091_124021.FR,10.314268
ART_2020091_124021.FR,1.8978415,169.20078,27.615921,0,0,ART_2020091_125021.FR,10.012439
ART_2020091_125021.FR,2.3147185,154.23393,27.414873,0,0,ART_2020091_130021.FR,9.812159
ART_2020091_130021.FR,2.2897093,154.72311,27.276762,0,0,ART_2020091_131021.FR,9.642393
ART_2020091_131021.FR,1.8936961,147.93658,27.193047,0,0,ART_2020091_132021.FR,9.526176
ART_2020091_132021.FR,1.6657765,145.1741,27.146759,0,0,ART_2020091_133021.FR,9.461686
ART_2020091_133021.FR,1.682891,139.95944,27.118002,0,0,ART_2020091_134021.FR,9.329012
ART_2020091_134021.FR,1.5945183,135.06778,27.139511,0,0,ART_2020091_135021.FR,9.286542
ART_2020091_135021.FR,1.8507216,142.74089,27.236242,0,0,ART_2020091_140021.FR,9.294008
ART_2020091_140021.FR,1.9232248,134.07742,27.490543,0,0,ART_2020091_141021.FR,9.40867
