Day,Images per day,Ordered list of images per dar,Black images list
1,144,"['ART_2020001_000021.FR', 'ART_2020001_001021.FR', 'ART_2020001_002021.FR', 'ART_2020001_003021.FR', 'ART_2020001_004021.FR', 'ART_2020001_005021.FR', 'ART_2020001_010021.FR', 'ART_2020001_011021.FR', 'ART_2020001_012021.FR', 'ART_2020001_013021.FR', 'ART_2020001_014021.FR', 'ART_2020001_015021.FR', 'ART_2020001_020021.FR', 'ART_2020001_021021.FR', 'ART_2020001_022021.FR', 'ART_2020001_023021.FR', 'ART_2020001_024021.FR', 'ART_2020001_025021.FR', 'ART_2020001_030021.FR', 'ART_2020001_031021.FR', 'ART_2020001_032021.FR', 'ART_2020001_033021.FR', 'ART_2020001_034021.FR', 'ART_2020001_035021.FR', 'ART_2020001_040021.FR', 'ART_2020001_041021.FR', 'ART_2020001_042021.FR', 'ART_2020001_043021.FR', 'ART_2020001_044021.FR', 'ART_2020001_045021.FR', 'ART_2020001_050021.FR', 'ART_2020001_051021.FR', 'ART_2020001_052021.FR', 'ART_2020001_053021.FR', 'ART_2020001_054021.FR', 'ART_2020001_055021.FR', 'ART_2020001_060021.FR', 'ART_2020001_061021.FR', 'ART_2020001_062021.FR', 'ART_2020001_063021.FR', 'ART_2020001_064021.FR', 'ART_2020001_065021.FR', 'ART_2020001_070021.FR', 'ART_2020001_071021.FR', 'ART_2020001_072021.FR', 'ART_2020001_073021.FR', 'ART_2020001_074021.FR', 'ART_2020001_075021.FR', 'ART_2020001_080021.FR', 'ART_2020001_081021.FR', 'ART_2020001_082021.FR', 'ART_2020001_083021.FR', 'ART_2020001_084021.FR', 'ART_2020001_085021.FR', 'ART_2020001_090021.FR', 'ART_2020001_091021.FR', 'ART_2020001_092021.FR', 'ART_2020001_093021.FR', 'ART_2020001_094021.FR', 'ART_2020001_095021.FR', 'ART_2020001_100021.FR', 'ART_2020001_101021.FR', 'ART_2020001_102021.FR', 'ART_2020001_103021.FR', 'ART_2020001_104021.FR', 'ART_2020001_105021.FR', 'ART_2020001_110021.FR', 'ART_2020001_111021.FR', 'ART_2020001_112021.FR', 'ART_2020001_113021.FR', 'ART_2020001_114021.FR', 'ART_2020001_115021.FR', 'ART_2020001_120021.FR', 'ART_2020001_121021.FR', 'ART_2020001_122021.FR', 'ART_2020001_123021.FR', 'ART_2020001_124021.FR', 'ART_2020001_125021.FR', 'ART_2020001_130021.FR', 'ART_2020001_131021.FR', 'ART_2020001_132021.FR', 'ART_2020001_133021.FR', 'ART_2020001_134021.FR', 'ART_2020001_135021.FR', 'ART_2020001_140021.FR', 'ART_2020001_141021.FR', 'ART_2020001_142021.FR', 'ART_2020001_143021.FR', 'ART_2020001_144021.FR', 'ART_2020001_145021.FR', 'ART_2020001_150021.FR', 'ART_2020001_151021.FR', 'ART_2020001_152021.FR', 'ART_2020001_153021.FR', 'ART_2020001_154021.FR', 'ART_2020001_155021.FR', 'ART_2020001_160021.FR', 'ART_2020001_161021.FR', 'ART_2020001_162021.FR', 'ART_2020001_163021.FR', 'ART_2020001_164021.FR', 'ART_2020001_165021.FR', 'ART_2020001_170021.FR', 'ART_2020001_171021.FR', 'ART_2020001_172021.FR', 'ART_2020001_173021.FR', 'ART_2020001_174021.FR', 'ART_2020001_175021.FR', 'ART_2020001_180021.FR', 'ART_2020001_181021.FR', 'ART_2020001_182021.FR', 'ART_2020001_183021.FR', 'ART_2020001_184021.FR', 'ART_2020001_185021.FR', 'ART_2020001_190021.FR', 'ART_2020001_191021.FR', 'ART_2020001_192021.FR', 'ART_2020001_193021.FR', 'ART_2020001_194021.FR', 'ART_2020001_195021.FR', 'ART_2020001_200021.FR', 'ART_2020001_201021.FR', 'ART_2020001_202021.FR', 'ART_2020001_203021.FR', 'ART_2020001_204021.FR', 'ART_2020001_205021.FR', 'ART_2020001_210021.FR', 'ART_2020001_211021.FR', 'ART_2020001_212021.FR', 'ART_2020001_213021.FR', 'ART_2020001_214021.FR', 'ART_2020001_215021.FR', 'ART_2020001_220021.FR', 'ART_2020001_221021.FR', 'ART_2020001_222021.FR', 'ART_2020001_223021.FR', 'ART_2020001_224021.FR', 'ART_2020001_225021.FR', 'ART_2020001_230021.FR', 'ART_2020001_231021.FR', 'ART_2020001_232021.FR', 'ART_2020001_233021.FR', 'ART_2020001_234021.FR', 'ART_2020001_235021.FR']","['ART_2020001_000021.FR', 'ART_2020001_001021.FR', 'ART_2020001_002021.FR', 'ART_2020001_003021.FR', 'ART_2020001_004021.FR', 'ART_2020001_005021.FR', 'ART_2020001_010021.FR', 'ART_2020001_011021.FR', 'ART_2020001_012021.FR', 'ART_2020001_013021.FR', 'ART_2020001_014021.FR', 'ART_2020001_015021.FR', 'ART_2020001_020021.FR', 'ART_2020001_021021.FR', 'ART_2020001_022021.FR', 'ART_2020001_023021.FR', 'ART_2020001_024021.FR', 'ART_2020001_025021.FR', 'ART_2020001_030021.FR', 'ART_2020001_031021.FR', 'ART_2020001_032021.FR', 'ART_2020001_033021.FR', 'ART_2020001_034021.FR', 'ART_2020001_035021.FR', 'ART_2020001_040021.FR', 'ART_2020001_041021.FR', 'ART_2020001_042021.FR', 'ART_2020001_043021.FR', 'ART_2020001_044021.FR', 'ART_2020001_045021.FR', 'ART_2020001_050021.FR', 'ART_2020001_051021.FR', 'ART_2020001_052021.FR', 'ART_2020001_053021.FR', 'ART_2020001_054021.FR', 'ART_2020001_055021.FR', 'ART_2020001_060021.FR', 'ART_2020001_061021.FR', 'ART_2020001_062021.FR', 'ART_2020001_063021.FR', 'ART_2020001_064021.FR', 'ART_2020001_065021.FR', 'ART_2020001_070021.FR', 'ART_2020001_071021.FR', 'ART_2020001_072021.FR', 'ART_2020001_073021.FR', 'ART_2020001_074021.FR', 'ART_2020001_075021.FR', 'ART_2020001_080021.FR', 'ART_2020001_081021.FR', 'ART_2020001_234021.FR', 'ART_2020001_235021.FR']"
2,144,"['ART_2020002_000021.FR', 'ART_2020002_001021.FR', 'ART_2020002_002021.FR', 'ART_2020002_003021.FR', 'ART_2020002_004021.FR', 'ART_2020002_005021.FR', 'ART_2020002_010021.FR', 'ART_2020002_011021.FR', 'ART_2020002_012021.FR', 'ART_2020002_013021.FR', 'ART_2020002_014021.FR', 'ART_2020002_015021.FR', 'ART_2020002_020021.FR', 'ART_2020002_021021.FR', 'ART_2020002_022021.FR', 'ART_2020002_023021.FR', 'ART_2020002_024021.FR', 'ART_2020002_025021.FR', 'ART_2020002_030021.FR', 'ART_2020002_031021.FR', 'ART_2020002_032021.FR', 'ART_2020002_033021.FR', 'ART_2020002_034021.FR', 'ART_2020002_035021.FR', 'ART_2020002_040021.FR', 'ART_2020002_041021.FR', 'ART_2020002_042021.FR', 'ART_2020002_043021.FR', 'ART_2020002_044021.FR', 'ART_2020002_045021.FR', 'ART_2020002_050021.FR', 'ART_2020002_051021.FR', 'ART_2020002_052021.FR', 'ART_2020002_053021.FR', 'ART_2020002_054021.FR', 'ART_2020002_055021.FR', 'ART_2020002_060021.FR', 'ART_2020002_061021.FR', 'ART_2020002_062021.FR', 'ART_2020002_063021.FR', 'ART_2020002_064021.FR', 'ART_2020002_065021.FR', 'ART_2020002_070021.FR', 'ART_2020002_071021.FR', 'ART_2020002_072021.FR', 'ART_2020002_073021.FR', 'ART_2020002_074021.FR', 'ART_2020002_075021.FR', 'ART_2020002_080021.FR', 'ART_2020002_081021.FR', 'ART_2020002_082021.FR', 'ART_2020002_083021.FR', 'ART_2020002_084021.FR', 'ART_2020002_085021.FR', 'ART_2020002_090021.FR', 'ART_2020002_091021.FR', 'ART_2020002_092021.FR', 'ART_2020002_093021.FR', 'ART_2020002_094021.FR', 'ART_2020002_095021.FR', 'ART_2020002_100021.FR', 'ART_2020002_101021.FR', 'ART_2020002_102021.FR', 'ART_2020002_103021.FR', 'ART_2020002_104021.FR', 'ART_2020002_105021.FR', 'ART_2020002_110021.FR', 'ART_2020002_111021.FR', 'ART_2020002_112021.FR', 'ART_2020002_113021.FR', 'ART_2020002_114021.FR', 'ART_2020002_115021.FR', 'ART_2020002_120021.FR', 'ART_2020002_121021.FR', 'ART_2020002_122021.FR', 'ART_2020002_123021.FR', 'ART_2020002_124021.FR', 'ART_2020002_125021.FR', 'ART_2020002_130021.FR', 'ART_2020002_131021.FR', 'ART_2020002_132021.FR', 'ART_2020002_133021.FR', 'ART_2020002_134021.FR', 'ART_2020002_135021.FR', 'ART_2020002_140021.FR', 'ART_2020002_141021.FR', 'ART_2020002_142021.FR', 'ART_2020002_143021.FR', 'ART_2020002_144021.FR', 'ART_2020002_145021.FR', 'ART_2020002_150021.FR', 'ART_2020002_151021.FR', 'ART_2020002_152021.FR', 'ART_2020002_153021.FR', 'ART_2020002_154021.FR', 'ART_2020002_155021.FR', 'ART_2020002_160021.FR', 'ART_2020002_161021.FR', 'ART_2020002_162021.FR', 'ART_2020002_163021.FR', 'ART_2020002_164021.FR', 'ART_2020002_165021.FR', 'ART_2020002_170021.FR', 'ART_2020002_171021.FR', 'ART_2020002_172021.FR', 'ART_2020002_173021.FR', 'ART_2020002_174021.FR', 'ART_2020002_175021.FR', 'ART_2020002_180021.FR', 'ART_2020002_181021.FR', 'ART_2020002_182021.FR', 'ART_2020002_183021.FR', 'ART_2020002_184021.FR', 'ART_2020002_185021.FR', 'ART_2020002_190021.FR', 'ART_2020002_191021.FR', 'ART_2020002_192021.FR', 'ART_2020002_193021.FR', 'ART_2020002_194021.FR', 'ART_2020002_195021.FR', 'ART_2020002_200021.FR', 'ART_2020002_201021.FR', 'ART_2020002_202021.FR', 'ART_2020002_203021.FR', 'ART_2020002_204021.FR', 'ART_2020002_205021.FR', 'ART_2020002_210021.FR', 'ART_2020002_211021.FR', 'ART_2020002_212021.FR', 'ART_2020002_213021.FR', 'ART_2020002_214021.FR', 'ART_2020002_215021.FR', 'ART_2020002_220021.FR', 'ART_2020002_221021.FR', 'ART_2020002_222021.FR', 'ART_2020002_223021.FR', 'ART_2020002_224021.FR', 'ART_2020002_225021.FR', 'ART_2020002_230021.FR', 'ART_2020002_231021.FR', 'ART_2020002_232021.FR', 'ART_2020002_233021.FR', 'ART_2020002_234021.FR', 'ART_2020002_235021.FR']","['ART_2020002_000021.FR', 'ART_2020002_001021.FR', 'ART_2020002_002021.FR', 'ART_2020002_003021.FR', 'ART_2020002_004021.FR', 'ART_2020002_005021.FR', 'ART_2020002_010021.FR', 'ART_2020002_011021.FR', 'ART_2020002_012021.FR', 'ART_2020002_013021.FR', 'ART_2020002_014021.FR', 'ART_2020002_015021.FR', 'ART_2020002_020021.FR', 'ART_2020002_021021.FR', 'ART_2020002_022021.FR', 'ART_2020002_023021.FR', 'ART_2020002_024021.FR', 'ART_2020002_025021.FR', 'ART_2020002_030021.FR', 'ART_2020002_031021.FR', 'ART_2020002_032021.FR', 'ART_2020002_033021.FR', 'ART_2020002_034021.FR', 'ART_2020002_035021.FR', 'ART_2020002_040021.FR', 'ART_2020002_041021.FR', 'ART_2020002_042021.FR', 'ART_2020002_043021.FR', 'ART_2020002_044021.FR', 'ART_2020002_045021.FR', 'ART_2020002_050021.FR', 'ART_2020002_051021.FR', 'ART_2020002_052021.FR', 'ART_2020002_053021.FR', 'ART_2020002_054021.FR', 'ART_2020002_055021.FR', 'ART_2020002_060021.FR', 'ART_2020002_061021.FR', 'ART_2020002_062021.FR', 'ART_2020002_063021.FR', 'ART_2020002_064021.FR', 'ART_2020002_065021.FR', 'ART_2020002_070021.FR', 'ART_2020002_071021.FR', 'ART_2020002_072021.FR', 'ART_2020002_073021.FR', 'ART_2020002_074021.FR', 'ART_2020002_075021.FR', 'ART_2020002_080021.FR', 'ART_2020002_081021.FR', 'ART_2020002_234021.FR', 'ART_2020002_235021.FR']"
3,144,"['ART_2020003_000021.FR', 'ART_2020003_001021.FR', 'ART_2020003_002021.FR', 'ART_2020003_003021.FR', 'ART_2020003_004021.FR', 'ART_2020003_005021.FR', 'ART_2020003_010021.FR', 'ART_2020003_011021.FR', 'ART_2020003_012021.FR', 'ART_2020003_013021.FR', 'ART_2020003_014021.FR', 'ART_2020003_015021.FR', 'ART_2020003_020021.FR', 'ART_2020003_021021.FR', 'ART_2020003_022021.FR', 'ART_2020003_023021.FR', 'ART_2020003_024021.FR', 'ART_2020003_025021.FR', 'ART_2020003_030021.FR', 'ART_2020003_031021.FR', 'ART_2020003_032021.FR', 'ART_2020003_033021.FR', 'ART_2020003_034021.FR', 'ART_2020003_035021.FR', 'ART_2020003_040021.FR', 'ART_2020003_041021.FR', 'ART_2020003_042021.FR', 'ART_2020003_043021.FR', 'ART_2020003_044021.FR', 'ART_2020003_045021.FR', 'ART_2020003_050021.FR', 'ART_2020003_051021.FR', 'ART_2020003_052021.FR', 'ART_2020003_053021.FR', 'ART_2020003_054021.FR', 'ART_2020003_055021.FR', 'ART_2020003_060021.FR', 'ART_2020003_061021.FR', 'ART_2020003_062021.FR', 'ART_2020003_063021.FR', 'ART_2020003_064021.FR', 'ART_2020003_065021.FR', 'ART_2020003_070021.FR', 'ART_2020003_071021.FR', 'ART_2020003_072021.FR', 'ART_2020003_073021.FR', 'ART_2020003_074021.FR', 'ART_2020003_075021.FR', 'ART_2020003_080021.FR', 'ART_2020003_081021.FR', 'ART_2020003_082021.FR', 'ART_2020003_083021.FR', 'ART_2020003_084021.FR', 'ART_2020003_085021.FR', 'ART_2020003_090021.FR', 'ART_2020003_091021.FR', 'ART_2020003_092021.FR', 'ART_2020003_093021.FR', 'ART_2020003_094021.FR', 'ART_2020003_095021.FR', 'ART_2020003_100021.FR', 'ART_2020003_101021.FR', 'ART_2020003_102021.FR', 'ART_2020003_103021.FR', 'ART_2020003_104021.FR', 'ART_2020003_105021.FR', 'ART_2020003_110021.FR', 'ART_2020003_111021.FR', 'ART_2020003_112021.FR', 'ART_2020003_113021.FR', 'ART_2020003_114021.FR', 'ART_2020003_115021.FR', 'ART_2020003_120021.FR', 'ART_2020003_121021.FR', 'ART_2020003_122021.FR', 'ART_2020003_123021.FR', 'ART_2020003_124021.FR', 'ART_2020003_125021.FR', 'ART_2020003_130021.FR', 'ART_2020003_131021.FR', 'ART_2020003_132021.FR', 'ART_2020003_133021.FR', 'ART_2020003_134021.FR', 'ART_2020003_135021.FR', 'ART_2020003_140021.FR', 'ART_2020003_141021.FR', 'ART_2020003_142021.FR', 'ART_2020003_143021.FR', 'ART_2020003_144021.FR', 'ART_2020003_145021.FR', 'ART_2020003_150021.FR', 'ART_2020003_151021.FR', 'ART_2020003_152021.FR', 'ART_2020003_153021.FR', 'ART_2020003_154021.FR', 'ART_2020003_155021.FR', 'ART_2020003_160021.FR', 'ART_2020003_161021.FR', 'ART_2020003_162021.FR', 'ART_2020003_163021.FR', 'ART_2020003_164021.FR', 'ART_2020003_165021.FR', 'ART_2020003_170021.FR', 'ART_2020003_171021.FR', 'ART_2020003_172021.FR', 'ART_2020003_173021.FR', 'ART_2020003_174021.FR', 'ART_2020003_175021.FR', 'ART_2020003_180021.FR', 'ART_2020003_181021.FR', 'ART_2020003_182021.FR', 'ART_2020003_183021.FR', 'ART_2020003_184021.FR', 'ART_2020003_185021.FR', 'ART_2020003_190021.FR', 'ART_2020003_191021.FR', 'ART_2020003_192021.FR', 'ART_2020003_193021.FR', 'ART_2020003_194021.FR', 'ART_2020003_195021.FR', 'ART_2020003_200021.FR', 'ART_2020003_201021.FR', 'ART_2020003_202021.FR', 'ART_2020003_203021.FR', 'ART_2020003_204021.FR', 'ART_2020003_205021.FR', 'ART_2020003_210021.FR', 'ART_2020003_211021.FR', 'ART_2020003_212021.FR', 'ART_2020003_213021.FR', 'ART_2020003_214021.FR', 'ART_2020003_215021.FR', 'ART_2020003_220021.FR', 'ART_2020003_221021.FR', 'ART_2020003_222021.FR', 'ART_2020003_223021.FR', 'ART_2020003_224021.FR', 'ART_2020003_225021.FR', 'ART_2020003_230021.FR', 'ART_2020003_231021.FR', 'ART_2020003_232021.FR', 'ART_2020003_233021.FR', 'ART_2020003_234021.FR', 'ART_2020003_235021.FR']","['ART_2020003_000021.FR', 'ART_2020003_001021.FR', 'ART_2020003_002021.FR', 'ART_2020003_003021.FR', 'ART_2020003_004021.FR', 'ART_2020003_005021.FR', 'ART_2020003_010021.FR', 'ART_2020003_011021.FR', 'ART_2020003_012021.FR', 'ART_2020003_013021.FR', 'ART_2020003_014021.FR', 'ART_2020003_015021.FR', 'ART_2020003_020021.FR', 'ART_2020003_021021.FR', 'ART_2020003_022021.FR', 'ART_2020003_023021.FR', 'ART_2020003_024021.FR', 'ART_2020003_025021.FR', 'ART_2020003_030021.FR', 'ART_2020003_031021.FR', 'ART_2020003_032021.FR', 'ART_2020003_033021.FR', 'ART_2020003_034021.FR', 'ART_2020003_035021.FR', 'ART_2020003_040021.FR', 'ART_2020003_041021.FR', 'ART_2020003_042021.FR', 'ART_2020003_043021.FR', 'ART_2020003_044021.FR', 'ART_2020003_045021.FR', 'ART_2020003_050021.FR', 'ART_2020003_051021.FR', 'ART_2020003_052021.FR', 'ART_2020003_053021.FR', 'ART_2020003_054021.FR', 'ART_2020003_055021.FR', 'ART_2020003_060021.FR', 'ART_2020003_061021.FR', 'ART_2020003_062021.FR', 'ART_2020003_063021.FR', 'ART_2020003_064021.FR', 'ART_2020003_065021.FR', 'ART_2020003_070021.FR', 'ART_2020003_071021.FR', 'ART_2020003_072021.FR', 'ART_2020003_073021.FR', 'ART_2020003_074021.FR', 'ART_2020003_075021.FR', 'ART_2020003_080021.FR', 'ART_2020003_081021.FR', 'ART_2020003_234021.FR', 'ART_2020003_235021.FR']"
4,144,"['ART_2020004_000021.FR', 'ART_2020004_001021.FR', 'ART_2020004_002021.FR', 'ART_2020004_003021.FR', 'ART_2020004_004021.FR', 'ART_2020004_005021.FR', 'ART_2020004_010021.FR', 'ART_2020004_011021.FR', 'ART_2020004_012021.FR', 'ART_2020004_013021.FR', 'ART_2020004_014021.FR', 'ART_2020004_015021.FR', 'ART_2020004_020021.FR', 'ART_2020004_021021.FR', 'ART_2020004_022021.FR', 'ART_2020004_023021.FR', 'ART_2020004_024021.FR', 'ART_2020004_025021.FR', 'ART_2020004_030021.FR', 'ART_2020004_031021.FR', 'ART_2020004_032021.FR', 'ART_2020004_033021.FR', 'ART_2020004_034021.FR', 'ART_2020004_035021.FR', 'ART_2020004_040021.FR', 'ART_2020004_041021.FR', 'ART_2020004_042021.FR', 'ART_2020004_043021.FR', 'ART_2020004_044021.FR', 'ART_2020004_045021.FR', 'ART_2020004_050021.FR', 'ART_2020004_051021.FR', 'ART_2020004_052021.FR', 'ART_2020004_053021.FR', 'ART_2020004_054021.FR', 'ART_2020004_055021.FR', 'ART_2020004_060021.FR', 'ART_2020004_061021.FR', 'ART_2020004_062021.FR', 'ART_2020004_063021.FR', 'ART_2020004_064021.FR', 'ART_2020004_065021.FR', 'ART_2020004_070021.FR', 'ART_2020004_071021.FR', 'ART_2020004_072021.FR', 'ART_2020004_073021.FR', 'ART_2020004_074021.FR', 'ART_2020004_075021.FR', 'ART_2020004_080021.FR', 'ART_2020004_081021.FR', 'ART_2020004_082021.FR', 'ART_2020004_083021.FR', 'ART_2020004_084021.FR', 'ART_2020004_085021.FR', 'ART_2020004_090021.FR', 'ART_2020004_091021.FR', 'ART_2020004_092021.FR', 'ART_2020004_093021.FR', 'ART_2020004_094021.FR', 'ART_2020004_095021.FR', 'ART_2020004_100021.FR', 'ART_2020004_101021.FR', 'ART_2020004_102021.FR', 'ART_2020004_103021.FR', 'ART_2020004_104021.FR', 'ART_2020004_105021.FR', 'ART_2020004_110021.FR', 'ART_2020004_111021.FR', 'ART_2020004_112021.FR', 'ART_2020004_113021.FR', 'ART_2020004_114021.FR', 'ART_2020004_115021.FR', 'ART_2020004_120021.FR', 'ART_2020004_121021.FR', 'ART_2020004_122021.FR', 'ART_2020004_123021.FR', 'ART_2020004_124021.FR', 'ART_2020004_125021.FR', 'ART_2020004_130021.FR', 'ART_2020004_131021.FR', 'ART_2020004_132021.FR', 'ART_2020004_133021.FR', 'ART_2020004_134021.FR', 'ART_2020004_135021.FR', 'ART_2020004_140021.FR', 'ART_2020004_141021.FR', 'ART_2020004_142021.FR', 'ART_2020004_143021.FR', 'ART_2020004_144021.FR', 'ART_2020004_145021.FR', 'ART_2020004_150021.FR', 'ART_2020004_151021.FR', 'ART_2020004_152021.FR', 'ART_2020004_153021.FR', 'ART_2020004_154021.FR', 'ART_2020004_155021.FR', 'ART_2020004_160021.FR', 'ART_2020004_161021.FR', 'ART_2020004_162021.FR', 'ART_2020004_163021.FR', 'ART_2020004_164021.FR', 'ART_2020004_165021.FR', 'ART_2020004_170021.FR', 'ART_2020004_171021.FR', 'ART_2020004_172021.FR', 'ART_2020004_173021.FR', 'ART_2020004_174021.FR', 'ART_2020004_175021.FR', 'ART_2020004_180021.FR', 'ART_2020004_181021.FR', 'ART_2020004_182021.FR', 'ART_2020004_183021.FR', 'ART_2020004_184021.FR', 'ART_2020004_185021.FR', 'ART_2020004_190021.FR', 'ART_2020004_191021.FR', 'ART_2020004_192021.FR', 'ART_2020004_193021.FR', 'ART_2020004_194021.FR', 'ART_2020004_195021.FR', 'ART_2020004_200021.FR', 'ART_2020004_201021.FR', 'ART_2020004_202021.FR', 'ART_2020004_203021.FR', 'ART_2020004_204021.FR', 'ART_2020004_205021.FR', 'ART_2020004_210021.FR', 'ART_2020004_211021.FR', 'ART_2020004_212021.FR', 'ART_2020004_213021.FR', 'ART_2020004_214021.FR', 'ART_2020004_215021.FR', 'ART_2020004_220021.FR', 'ART_2020004_221021.FR', 'ART_2020004_222021.FR', 'ART_2020004_223021.FR', 'ART_2020004_224021.FR', 'ART_2020004_225021.FR', 'ART_2020004_230021.FR', 'ART_2020004_231021.FR', 'ART_2020004_232021.FR', 'ART_2020004_233021.FR', 'ART_2020004_234021.FR', 'ART_2020004_235021.FR']","['ART_2020004_000021.FR', 'ART_2020004_001021.FR', 'ART_2020004_002021.FR', 'ART_2020004_003021.FR', 'ART_2020004_004021.FR', 'ART_2020004_005021.FR', 'ART_2020004_010021.FR', 'ART_2020004_011021.FR', 'ART_2020004_012021.FR', 'ART_2020004_013021.FR', 'ART_2020004_014021.FR', 'ART_2020004_015021.FR', 'ART_2020004_020021.FR', 'ART_2020004_021021.FR', 'ART_2020004_022021.FR', 'ART_2020004_023021.FR', 'ART_2020004_024021.FR', 'ART_2020004_025021.FR', 'ART_2020004_030021.FR', 'ART_2020004_031021.FR', 'ART_2020004_032021.FR', 'ART_2020004_033021.FR', 'ART_2020004_034021.FR', 'ART_2020004_035021.FR', 'ART_2020004_040021.FR', 'ART_2020004_041021.FR', 'ART_2020004_042021.FR', 'ART_2020004_043021.FR', 'ART_2020004_044021.FR', 'ART_2020004_045021.FR', 'ART_2020004_050021.FR', 'ART_2020004_051021.FR', 'ART_2020004_052021.FR', 'ART_2020004_053021.FR', 'ART_2020004_054021.FR', 'ART_2020004_055021.FR', 'ART_2020004_060021.FR', 'ART_2020004_061021.FR', 'ART_2020004_062021.FR', 'ART_2020004_063021.FR', 'ART_2020004_064021.FR', 'ART_2020004_065021.FR', 'ART_2020004_070021.FR', 'ART_2020004_071021.FR', 'ART_2020004_072021.FR', 'ART_2020004_073021.FR', 'ART_2020004_074021.FR', 'ART_2020004_075021.FR', 'ART_2020004_080021.FR', 'ART_2020004_081021.FR', 'ART_2020004_234021.FR', 'ART_2020004_235021.FR']"
